reservoir,policy,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,release_neg_nse,release_Q20_abs_pbias,release_Q80_abs_pbias,storage_neg_nse
beltzvilleCombined,RBF,0.832572,0.305269,0.8705016588077428,0.1701814966341302,0.39000588056191,0.6751541834479361,0.6042097155927053,0.7021886938163384,0.0548014430200372,0.7962639811998706,0.9911978663610228,0.1114503731996294,0.4741813643432166,0.1343396332221086,-0.3974687964226079,11.064819509378411,16.22409618071758,-0.607646838306157
