reservoir,policy,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,param15,param16,param17,release_neg_nse,release_Q20_abs_pbias,release_Q80_abs_pbias,storage_neg_nse
fewalter,STARFIT,69.392,33.682,57.512,2.0718,-4.5984,12.529,0.0,3.3981,-5.8849,-41.113,-0.6544,2.4273,15.897,-0.47023,-1.3845,92.989,0.014106,-0.5569789532389166,10.526795301689107,21.769348287276678,-0.6476633925560478
