reservoir,policy,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,param15,release_neg_nse,release_Q20_abs_pbias,release_Q80_abs_pbias,storage_neg_nse
fewalter,PWL,0.1484,0.7055,0.3625,1.4889,-0.1242,0.0809,0.7621,1.3527,-0.4634,0.1553,0.0995,0.6333,0.8016,-0.6864,1.3368,-0.5544043889956026,1.6856623724338369,9.29032470534122,-0.662417716879781
