date,residual_MG,dS_MG,netQ_MG,step_days
2016-10-02,-4.618527782440651e-14,-1.2217434389460777,-1.2217434389460315,1.0
2016-10-03,-2.842170943040401e-14,-4.9721165667306195,-4.972116566730591,1.0
2016-10-04,6.394884621840902e-14,-6.862138830857475,-6.862138830857539,1.0
2016-10-05,-1.2612133559741778e-13,-7.630567562098349,-7.630567562098223,1.0
2016-10-06,6.927791673660977e-14,-8.33254746005548,-8.33254746005555,1.0
2016-10-07,-1.2434497875801753e-14,-8.750598246522145,-8.750598246522133,1.0
2016-10-08,-4.263256414560601e-14,-8.94371416720503,-8.943714167204988,1.0
2016-10-09,3.552713678800501e-15,-9.079233108259814,-9.079233108259817,1.0
2016-10-10,2.842170943040401e-14,-9.212666933510263,-9.212666933510292,1.0
2016-10-11,-2.6645352591003757e-14,-9.12554505443893,-9.125545054438904,1.0
2016-10-12,9.592326932761353e-14,-9.094389313951297,-9.094389313951392,1.0
2016-10-13,-8.881784197001252e-14,-8.899835937773105,-8.899835937773016,1.0
2016-10-14,1.0658141036401503e-14,-8.81752732574921,-8.817527325749221,1.0
2016-10-15,4.440892098500626e-14,-8.88397442955943,-8.883974429559474,1.0
2016-10-16,-1.9539925233402755e-14,-8.599794895047808,-8.599794895047788,1.0
2016-10-17,3.552713678800501e-15,-8.248974423789264,-8.248974423789267,1.0
2016-10-18,1.2434497875801753e-14,-8.176680069689041,-8.176680069689054,1.0
2016-10-19,7.460698725481052e-14,-8.160123715534496,-8.16012371553457,1.0
2016-10-20,-7.460698725481052e-14,-7.433688421132729,-7.433688421132654,1.0
2016-10-21,4.618527782440651e-14,-6.117547831056072,-6.117547831056118,1.0
2016-10-22,8.881784197001252e-14,-4.275400911616089,-4.2754009116161775,1.0
2016-10-23,1.0658141036401503e-14,-1.9153408791706852,-1.9153408791706958,1.0
2016-10-24,-5.3290705182007514e-14,-0.57485511964137,-0.5748551196413167,1.0
2016-10-25,2.842170943040401e-14,-2.532534342034296,-2.5325343420343245,1.0
2016-10-26,-9.947598300641403e-14,-4.350841067880651,-4.350841067880552,1.0
2016-10-27,0.0,-0.24159893778505648,-0.24159893778505648,1.0
2016-10-28,-7.105427357601002e-15,18.280219661218894,18.2802196612189,1.0
2016-10-29,-1.4210854715202004e-14,9.204224832781279,9.204224832781293,1.0
2016-10-30,-1.7763568394002505e-14,4.747179436439637,4.747179436439655,1.0
2016-10-31,3.552713678800501e-15,7.623924635707567,7.623924635707564,1.0
2016-11-01,-3.552713678800501e-14,1.8255522972420977,1.8255522972421332,1.0
2016-11-02,-3.552713678800501e-15,-0.4968139779739431,-0.49681397797393956,1.0
2016-11-03,7.815970093361102e-14,-1.6909346071494156,-1.6909346071494937,1.0
2016-11-04,-7.105427357601002e-15,-2.648179637521139,-2.6481796375211317,1.0
2016-11-05,-4.973799150320701e-14,-2.8805626659318477,-2.880562665931798,1.0
2016-11-06,5.3290705182007514e-14,-3.7648782237248497,-3.764878223724903,1.0
2016-11-07,-1.4210854715202004e-14,-4.362459224802706,-4.362459224802691,1.0
2016-11-08,3.907985046680551e-14,-4.459214741847177,-4.459214741847216,1.0
2016-11-09,-7.105427357601002e-15,-4.226727557586628,-4.226727557586621,1.0
2016-11-10,1.4210854715202004e-14,-4.216320128254665,-4.216320128254679,1.0
2016-11-11,-3.197442310920451e-14,-4.643078170148556,-4.643078170148524,1.0
2016-11-12,-7.460698725481052e-14,-4.954018710272294,-4.954018710272219,1.0
2016-11-13,7.105427357601002e-15,-5.205549402587053,-5.20554940258706,1.0
2016-11-14,-5.329070518200751e-15,-5.289333001163868,-5.289333001163863,1.0
2016-11-15,-3.197442310920451e-14,-4.989447818809822,-4.98944781880979,1.0
2016-11-16,1.4210854715202004e-14,-2.8915296860614035,-2.8915296860614177,1.0
2016-11-17,6.750155989720952e-14,-3.5571738331145752,-3.5571738331146427,1.0
2016-11-18,4.263256414560601e-14,-4.157950606710415,-4.1579506067104575,1.0
2016-11-19,-7.105427357601002e-14,-4.47635539605119,-4.476355396051119,1.0
2016-11-20,0.0,-2.6048344546946964,-2.6048344546946964,1.0
2016-11-21,-1.4210854715202004e-14,-1.3083657058584777,-1.3083657058584635,1.0
2016-11-22,9.237055564881302e-14,-1.6706146579881533,-1.6706146579882457,1.0
2016-11-23,5.3290705182007514e-14,-1.9726643229884075,-1.9726643229884608,1.0
2016-11-24,9.592326932761353e-14,-1.3414302548341084,-1.3414302548342043,1.0
2016-11-25,0.0,1.8474979240228322,1.8474979240228322,1.0
2016-11-26,-1.7763568394002505e-14,7.718644131363362,7.71864413136338,1.0
2016-11-27,-7.105427357601002e-15,10.549669906104782,10.54966990610479,1.0
2016-11-28,-7.105427357601002e-14,7.492190637477393,7.492190637477464,1.0
2016-11-29,-9.237055564881302e-14,16.335524098447536,16.335524098447628,1.0
2016-11-30,-2.842170943040401e-14,59.893968570696416,59.893968570696444,1.0
2016-12-01,1.7053025658242404e-13,171.37757110161908,171.3775711016189,1.0
2016-12-02,-4.263256414560601e-14,57.42810153181608,57.428101531816125,1.0
2016-12-03,-4.973799150320701e-14,31.034316929056786,31.034316929056835,1.0
2016-12-04,5.684341886080802e-14,19.959438517060335,19.959438517060278,1.0
2016-12-05,2.1316282072803006e-14,15.391537374012614,15.391537374012593,1.0
2016-12-06,-2.1316282072803006e-14,12.969694047673102,12.969694047673123,1.0
2016-12-07,-6.394884621840902e-14,15.446798002033347,15.446798002033411,1.0
2016-12-08,0.0,15.646136472212447,15.646136472212447,1.0
2016-12-09,1.5631940186722204e-13,8.904948102832577,8.90494810283242,1.0
2016-12-10,1.7763568394002505e-13,3.851625081761995,3.851625081761817,1.0
2016-12-11,9.237055564881302e-14,1.4980853310826205,1.4980853310825282,1.0
2016-12-12,2.1316282072803006e-14,4.588698607608876,4.588698607608855,1.0
2016-12-13,1.0658141036401503e-13,3.1524544767544285,3.152454476754322,1.0
2016-12-14,6.394884621840902e-14,-1.4370257752343605,-1.4370257752344244,1.0
2016-12-15,-1.0658141036401503e-14,-6.129038120617452,-6.129038120617441,1.0
2016-12-16,-9.237055564881302e-14,-4.044850824573359,-4.044850824573267,1.0
2016-12-17,-1.4210854715202004e-14,-0.1041937114580378,-0.10419371145802359,1.0
2016-12-18,5.684341886080802e-14,316.4962973368474,316.49629733684736,1.0
2016-12-19,0.0,-140.59125399016762,-140.59125399016762,1.0
2016-12-20,0.0,-90.02879021559693,-90.02879021559693,1.0
2016-12-21,-8.526512829121202e-14,-18.713317412645438,-18.713317412645353,1.0
2016-12-22,-2.842170943040401e-14,-21.993034571777798,-21.99303457177777,1.0
2016-12-23,9.947598300641403e-14,-8.962521611399097,-8.962521611399197,1.0
2016-12-24,-7.105427357601002e-14,-2.3626548552410895,-2.3626548552410185,1.0
2016-12-25,-8.526512829121202e-14,4.40665392424944,4.406653924249525,1.0
2016-12-26,1.7053025658242404e-13,-7.2862202422275,-7.286220242227671,1.0
2016-12-27,5.684341886080802e-14,60.360400388780135,60.36040038878008,1.0
2016-12-28,2.842170943040401e-14,-17.019712433685754,-17.019712433685783,1.0
2016-12-29,-8.526512829121202e-14,-26.350167139685254,-26.35016713968517,1.0
2016-12-30,1.2789769243681803e-13,-8.176378006675122,-8.17637800667525,1.0
2016-12-31,-1.5631940186722204e-13,-7.49146996850709,-7.491469968506934,1.0
2017-01-01,-1.4210854715202004e-14,-4.645709956550263,-4.645709956550249,1.0
2017-01-02,2.842170943040401e-14,-19.567666631613974,-19.567666631614003,1.0
2017-01-03,-4.263256414560601e-14,3.9176304575305494,3.917630457530592,1.0
2017-01-04,8.526512829121202e-14,72.59568915956356,72.59568915956348,1.0
2017-01-05,-5.684341886080802e-14,-69.56174522335186,-69.5617452233518,1.0
2017-01-06,0.0,-46.337869775217996,-46.337869775217996,1.0
2017-01-07,-1.4210854715202004e-13,-56.56205193191386,-56.562051931913714,1.0
2017-01-08,-8.526512829121202e-14,-70.41694413825849,-70.4169441382584,1.0
2017-01-09,-1.1368683772161603e-13,-93.78203162209104,-93.78203162209093,1.0
2017-01-10,-5.684341886080802e-14,-110.6695454119282,-110.66954541192814,1.0
2017-01-11,-1.4210854715202004e-14,-124.78444454065357,-124.78444454065355,1.0
2017-01-12,0.0,-66.68553969546235,-66.68553969546235,1.0
2017-01-13,1.4210854715202004e-13,155.5315316828386,155.53153168283845,1.0
2017-01-14,-1.4210854715202004e-14,70.10748423570556,70.10748423570557,1.0
2017-01-15,-1.4210854715202004e-13,47.17853238040857,47.17853238040871,1.0
2017-01-16,1.2079226507921703e-13,35.85525652282638,35.85525652282626,1.0
2017-01-17,-1.4210854715202004e-14,45.354704730174944,45.35470473017496,1.0
2017-01-18,-4.263256414560601e-14,76.339757302306,76.33975730230604,1.0
2017-01-19,-1.4210854715202004e-14,74.07266840213128,74.0726684021313,1.0
2017-01-20,-9.947598300641403e-14,53.26773430214803,53.26773430214813,1.0
2017-01-21,-4.263256414560601e-14,55.725688596088276,55.72568859608832,1.0
2017-01-22,0.0,11.562414003466984,11.562414003466984,1.0
2017-01-23,0.0,6.643292012089887,6.643292012089887,1.0
2017-01-24,0.0,147.17084891863237,147.17084891863237,1.0
2017-01-25,-1.1368683772161603e-13,-106.66689032659133,-106.66689032659121,1.0
2017-01-26,-2.842170943040401e-14,-10.100145887797453,-10.100145887797424,1.0
2017-01-27,0.0,-18.649782959131016,-18.649782959131016,1.0
2017-01-28,-5.684341886080802e-14,-26.908859939969034,-26.908859939968977,1.0
2017-01-29,1.4210854715202004e-14,-13.315453137703571,-13.315453137703585,1.0
2017-01-30,-1.4210854715202004e-14,-11.900730378160688,-11.900730378160674,1.0
2017-01-31,-9.947598300641403e-14,-4.679349059384549,-4.67934905938445,1.0
2017-02-01,-4.263256414560601e-14,-0.3088279995740777,-0.30882799957403506,1.0
2017-02-02,1.5631940186722204e-13,-7.704575241651355,-7.704575241651511,1.0
2017-02-03,-1.4210854715202004e-14,-2.953940082114741,-2.953940082114727,1.0
2017-02-04,8.526512829121202e-14,-4.6110922610002945,-4.61109226100038,1.0
2017-02-05,4.973799150320701e-14,1.1119601026273358,1.111960102627286,1.0
2017-02-06,-1.7053025658242404e-13,-1.4664096661722397,-1.4664096661720691,1.0
2017-02-07,2.842170943040401e-14,0.09806381146836429,0.09806381146833587,1.0
2017-02-08,1.4210854715202004e-14,31.51975835854546,31.519758358545445,1.0
2017-02-09,-5.684341886080802e-14,-10.520786169356597,-10.52078616935654,1.0
2017-02-10,-7.105427357601002e-14,-7.891735586340928,-7.891735586340857,1.0
2017-02-11,-1.4210854715202004e-14,-0.988843930739904,-0.9888439307398897,1.0
2017-02-12,7.105427357601002e-14,-2.192570786514125,-2.192570786514196,1.0
2017-02-13,1.2789769243681803e-13,-0.6176098914809245,-0.6176098914810524,1.0
2017-02-14,2.842170943040401e-14,-4.374765274410493,-4.374765274410521,1.0
2017-02-15,1.5631940186722204e-13,-1.3990176229956433,-1.3990176229957996,1.0
2017-02-16,2.1316282072803006e-14,-1.7586947402887745,-1.7586947402887958,1.0
2017-02-17,1.4921397450962104e-13,-1.2698077782890778,-1.269807778289227,1.0
2017-02-18,2.842170943040401e-14,0.8643230719349049,0.8643230719348765,1.0
2017-02-19,-9.947598300641403e-14,30.15996260881957,30.15996260881967,1.0
2017-02-20,7.105427357601002e-14,18.80282319146545,18.80282319146538,1.0
2017-02-21,9.947598300641403e-14,-18.97553327843616,-18.97553327843626,1.0
2017-02-22,-8.526512829121202e-14,5.317798737298972,5.317798737299057,1.0
2017-02-23,-5.684341886080802e-14,49.20367136653772,49.203671366537776,1.0
2017-02-24,-5.684341886080802e-14,31.51201488927063,31.512014889270688,1.0
2017-02-25,1.1368683772161603e-13,322.10333663229017,322.10333663229005,1.0
2017-02-26,0.0,-89.6297626136029,-89.6297626136029,1.0
2017-02-27,5.684341886080802e-14,-215.164389830652,-215.16438983065206,1.0
2017-02-28,-8.526512829121202e-14,-58.45222517473667,-58.45222517473658,1.0
2017-03-01,-1.1368683772161603e-13,-19.018670349819786,-19.018670349819672,1.0
2017-03-02,0.0,-15.986540731508057,-15.986540731508057,1.0
2017-03-03,-5.684341886080802e-14,-16.78279304071657,-16.782793040716513,1.0
2017-03-04,1.4210854715202004e-13,-12.582691398080215,-12.582691398080357,1.0
2017-03-05,-8.526512829121202e-14,-15.227305720913591,-15.227305720913506,1.0
2017-03-06,1.2079226507921703e-13,10.64508445042452,10.645084450424399,1.0
2017-03-07,-5.684341886080802e-14,23.734127488803097,23.734127488803153,1.0
