date,residual_MG,dS_MG,netQ_MG,step_days
2016-10-02,1.0658141036401503e-14,-9.249125680331986,-9.249125680331996,1.0
2016-10-03,7.460698725481052e-14,-14.513179388247977,-14.513179388248052,1.0
2016-10-04,6.750155989720952e-14,-16.469287202886903,-16.46928720288697,1.0
2016-10-05,-7.105427357601002e-15,-16.545968836487077,-16.54596883648707,1.0
2016-10-06,2.842170943040401e-14,-16.587085832481762,-16.58708583248179,1.0
2016-10-07,4.263256414560601e-14,-16.229767319738244,-16.229767319738286,1.0
2016-10-08,1.7763568394002505e-14,-15.584960090188702,-15.58496009018872,1.0
2016-10-09,-4.973799150320701e-14,-14.937446685254486,-14.937446685254436,1.0
2016-10-10,-3.907985046680551e-14,-14.372359673106075,-14.372359673106036,1.0
2016-10-11,-3.375077994860476e-14,-13.510537948001115,-13.510537948001081,1.0
2016-10-12,3.907985046680551e-14,-12.824113599709904,-12.824113599709943,1.0
2016-10-13,-8.171241461241152e-14,-11.927222759939923,-11.927222759939841,1.0
2016-10-14,1.4210854715202004e-14,-11.29018815271536,-11.290188152715373,1.0
2016-10-15,4.085620730620576e-14,-10.960495276584538,-10.96049527658458,1.0
2016-10-16,2.3092638912203256e-14,-10.070177386773821,-10.070177386773844,1.0
2016-10-17,-4.618527782440651e-14,-9.120413032042961,-9.120413032042915,1.0
2016-10-18,-1.2434497875801753e-14,-8.700608168334611,-8.700608168334599,1.0
2016-10-19,-3.552713678800501e-15,-8.407448366350309,-8.407448366350305,1.0
2016-10-20,-7.460698725481052e-14,-6.916953448423897,-6.916953448423822,1.0
2016-10-21,4.618527782440651e-14,-4.469871488925037,-4.469871488925083,1.0
2016-10-22,0.0,-1.2016048490235107,-1.2016048490235107,1.0
2016-10-23,3.197442310920451e-14,2.8493847496683884,2.8493847496683564,1.0
2016-10-24,-1.7763568394002505e-14,5.004562621374475,5.004562621374493,1.0
2016-10-25,8.171241461241152e-14,1.4057729158990924,1.4057729158990107,1.0
2016-10-26,-8.881784197001252e-14,-1.8247862493743696,-1.8247862493742808,1.0
2016-10-27,3.907985046680551e-14,5.2666303648143185,5.266630364814279,1.0
2016-10-28,-2.842170943040401e-14,36.83533587606962,36.83533587606965,1.0
2016-10-29,2.842170943040401e-14,19.736245063793035,19.736245063793007,1.0
