reservoir,policy,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,release_neg_nse,release_Q20_abs_pbias,release_Q80_abs_pbias,storage_neg_nse
prompton,RBF,0.103062,0.973046,0.5595248785333012,0.3029232708374589,0.5162048151221829,0.1079743156351568,0.3170294684610216,0.4527984679155603,0.4749350605898155,0.5508699352379292,0.0573356385212184,0.0458382131126826,0.2745192526755269,0.9770000758266276,-0.7074324786335113,0.7389570242514121,2.6372220580230272,4.050740022904915
