reservoir,policy,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,release_neg_nse,release_Q20_abs_pbias,release_Q80_abs_pbias,storage_neg_nse
fewalter,RBF,0.082245,0.394358,0.8692288656830279,0.8210117194163954,0.778645523987629,0.4477039313732597,0.1268122844514173,0.4780652100383869,0.9117810578412112,0.9567647725211756,0.3163253687549314,0.2104449438851843,0.1189780327026967,0.9999804899907156,-0.5575897532186858,0.12549983238961387,2.198220190608473,0.6016060396993645
