reservoir,policy,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,release_neg_nse,release_Q20_abs_pbias,release_Q80_abs_pbias,storage_neg_nse
beltzvilleCombined,RBF,0.888775,0.618926,0.8682648319579003,0.0982263500831715,0.3723253766473366,0.9552631094937194,0.3748342195072912,0.482434858933836,0.055922279751723,0.0822478746327414,0.8667060476481239,0.0929489597856013,0.6783525184631691,0.9443860054719336,-0.4268677376040485,12.62960592931784,17.83435073121093,0.22624880261311509
