date,value
1983-10-01,1291.864737112
1983-10-02,1291.864737112
1983-10-03,1291.864737112
1983-10-04,1291.864737112
1983-10-05,1291.864737112
1983-10-06,1291.864737112
1983-10-07,1291.864737112
1983-10-08,1291.864737112
1983-10-09,1291.864737112
1983-10-10,1291.864737112
1983-10-11,1291.864737112
1983-10-12,1291.864737112
1983-10-13,1291.864737112
1983-10-14,1291.864737112
1983-10-15,1272.161730717157
1983-10-16,1062.0195588737602
1983-10-17,906.4487633878377
1983-10-18,792.9426389069182
1983-10-19,818.7897665839463
1983-10-20,731.6458245609135
1983-10-21,618.5031082996085
1983-10-22,532.0216524434106
1983-10-23,488.1015465364462
1983-10-24,605.761908568274
1983-10-25,539.8834419894602
1983-10-26,447.1798160031863
1983-10-27,387.4968458074146
1983-10-28,340.59426308008926
1983-10-29,302.27249552946574
1983-10-30,274.22530935711245
1983-10-31,251.5144913600315
1983-11-01,234.34002405082506
1983-11-02,219.6166925456835
1983-11-03,209.16679278546968
1983-11-04,201.0491115473792
1983-11-05,191.7300492657709
1983-11-06,181.03568274073814
1983-11-07,173.3225405145513
1983-11-08,167.74963466383562
1983-11-09,161.99228788783188
1983-11-10,165.68753544305451
1983-11-11,188.76551748262608
1983-11-12,213.60235330750953
1983-11-13,199.27849599722387
1983-11-14,174.2391444552956
1983-11-15,175.5561631336427
1983-11-16,365.3831677150831
1983-11-17,363.07525449917483
1983-11-18,287.57618888553924
1983-11-19,225.52836121670862
1983-11-20,193.82226178628247
1983-11-21,647.6815808459172
1983-11-22,549.6830414684612
1983-11-23,388.33290343064175
1983-11-24,308.13759511251095
1983-11-25,749.5088679826846
1983-11-26,644.4644447285473
1983-11-27,530.6891176535729
1983-11-28,509.834478732166
1983-11-29,1124.7115867995315
1983-11-30,788.4458608572736
1983-12-01,544.3785914781952
1983-12-02,409.87823486755667
1983-12-03,362.4545263441522
1983-12-04,383.1946518955198
1983-12-05,435.08321808240635
1983-12-06,576.5102319568805
1983-12-07,1159.9818438492866
1983-12-08,713.849916899921
1983-12-09,541.4320080861787
1983-12-10,448.81284624582827
1983-12-11,372.2677732398135
1983-12-12,769.6705249489438
1983-12-13,5015.524937112
1983-12-14,4199.446137112
1983-12-15,2657.2308371120002
1983-12-16,2093.868037112
1983-12-17,1691.8313371120003
1983-12-18,1427.227037112
1983-12-19,1336.9677371120001
1983-12-20,1216.4312130770659
1983-12-21,1034.607304809446
1983-12-22,936.6517948657718
1983-12-23,848.5364634854795
1983-12-24,745.5168565880858
1983-12-25,676.5727092474632
1983-12-26,627.2616358126434
1983-12-27,578.1294642970836
1983-12-28,612.4577844266039
1983-12-29,572.4420231090498
1983-12-30,470.2056005511463
1983-12-31,441.7883269300861
1984-01-01,414.2323052548918
1984-01-02,379.8316123904394
1984-01-03,365.21801850662314
1984-01-04,340.2832266062092
1984-01-05,325.6833792629972
1984-01-06,310.14607011167266
1984-01-07,296.57606369625165
1984-01-08,280.87978962589074
1984-01-09,261.31754613700997
1984-01-10,247.32443457511218
1984-01-11,237.95957037919976
1984-01-12,229.10262821127483
1984-01-13,217.51422921019633
1984-01-14,211.1351572092719
1984-01-15,204.30195835133674
1984-01-16,196.1501250445351
1984-01-17,193.05946078156225
1984-01-18,191.7696571275856
1984-01-19,189.0349882813198
1984-01-20,185.6653421273777
1984-01-21,183.2492197097131
1984-01-22,183.35002763742918
1984-01-23,182.73557014690002
1984-01-24,229.27112944073218
1984-01-25,289.70075454973124
1984-01-26,269.50421035744466
1984-01-27,252.257079621199
1984-01-28,231.54167184727424
1984-01-29,210.04668375533862
1984-01-30,200.5250668193939
1984-01-31,198.93554801715555
1984-02-01,199.60044047237983
1984-02-02,256.3553911482863
1984-02-03,210.20169315620618
1984-02-04,373.46053059156606
1984-02-05,318.99707410758884
1984-02-06,262.0541056927512
1984-02-07,217.93627133717604
1984-02-08,197.74777046096878
1984-02-09,177.34169113850544
1984-02-10,187.5813391058561
1984-02-11,197.656619717468
1984-02-12,261.27272595039244
1984-02-13,326.64145098925053
1984-02-14,718.8012867266704
1984-02-15,2067.460937112
1984-02-16,1453.8418371120001
1984-02-17,1460.872937112
1984-02-18,1438.378237112
1984-02-19,1328.930337112
1984-02-20,1291.864737112
1984-02-21,1102.9826801492675
1984-02-22,899.7250619973723
1984-02-23,762.7965518192402
1984-02-24,1083.9921354491048
1984-02-25,1071.8220553241304
1984-02-26,841.8870157488485
1984-02-27,663.8479231101581
1984-02-28,590.7399731930848
1984-02-29,553.8193288689044
1984-03-01,490.24795238843944
1984-03-02,430.6896387657921
1984-03-03,348.57204694131275
1984-03-04,328.66146339799246
1984-03-05,317.72271509399087
1984-03-06,313.35592056603076
1984-03-07,303.47358659342115
1984-03-08,290.5313618967543
1984-03-09,284.2613357615845
1984-03-10,282.2195653226894
1984-03-11,271.0355425930289
1984-03-12,265.91853971722225
1984-03-13,261.41521429248024
1984-03-14,265.3922192297851
1984-03-15,259.02276943055307
1984-03-16,276.34792382604456
1984-03-17,299.11731135998645
1984-03-18,292.6857653165071
1984-03-19,303.0215429843047
1984-03-20,327.2404043556702
1984-03-21,486.21659679371777
1984-03-22,677.8559414565823
1984-03-23,571.9079037338574
1984-03-24,459.78800260089696
1984-03-25,401.2323403898549
1984-03-26,363.48032004127714
1984-03-27,339.30703786734915
1984-03-28,362.77541385782945
1984-03-29,404.2104604042663
1984-03-30,389.2657268849156
1984-03-31,356.34379600914923
1984-04-01,340.42022171271253
1984-04-02,405.44121965338155
1984-04-03,503.0226772454588
1984-04-04,775.7738503143322
