date,value
1983-10-01,327.1117405924421
1983-10-02,312.56755404543645
1983-10-03,333.5770400710723
1983-10-04,345.2673680441773
1983-10-05,341.44581749511116
1983-10-06,316.80596496161587
1983-10-07,333.0479779685214
1983-10-08,331.9529772934278
1983-10-09,349.1447870966316
1983-10-10,356.6338284559846
1983-10-11,363.85013391707105
1983-10-12,429.97367559895736
1983-10-13,337.4269390563133
1983-10-14,377.5864068752129
1983-10-15,354.54700800179035
1983-10-16,372.2489551693275
1983-10-17,390.17728737551295
1983-10-18,381.7511429958616
1983-10-19,349.12495819015516
1983-10-20,306.45509973991216
1983-10-21,337.9116796045489
1983-10-22,364.5273296859702
1983-10-23,391.6431132367296
1983-10-24,272.40577880844603
1983-10-25,203.98588725934835
1983-10-26,269.8884397457731
1983-10-27,267.9884210936291
1983-10-28,275.75561947149697
1983-10-29,282.68631432532896
1983-10-30,324.4375428473544
1983-10-31,340.4577742732725
1983-11-01,346.3982049678888
1983-11-02,347.24792462960704
1983-11-03,348.10061840035604
1983-11-04,341.7667458591119
1983-11-05,297.58338445586116
1983-11-06,328.016569292927
1983-11-07,341.4743486023952
1983-11-08,352.97171488211217
1983-11-09,356.71421359713213
1983-11-10,344.009442369991
1983-11-11,159.52323685759782
1983-11-12,83.4406132274114
1983-11-13,187.9437337596147
1983-11-14,241.48156433773735
1983-11-15,259.4004937715929
1983-11-16,316.67545740720004
1983-11-17,233.17578240720002
1983-11-18,217.84985740720003
1983-11-19,235.6242872855922
1983-11-20,241.6503829104218
1983-11-21,297.3112274072
1983-11-22,201.50282740720002
1983-11-23,210.5991974072
1983-11-24,182.0405874072
1983-11-25,170.41190740720006
1983-11-26,172.83405740720002
1983-11-27,172.20558740720003
1983-11-28,169.2706474072
1983-11-29,90.68534740720008
1983-11-30,76.82704740719998
1983-12-01,102.19129740719995
1983-12-02,67.63203740719996
1983-12-03,59.64731740720003
1983-12-04,133.1191474072
1983-12-05,172.90351740720007
1983-12-06,195.93574740719998
1983-12-07,38.7789474072
1983-12-08,38.7789474072
1983-12-09,38.7789474072
1983-12-10,38.7789474072
1983-12-11,38.7789474072
1983-12-12,303.8982474072001
1983-12-13,579.3917474071999
1983-12-14,38.7789474072
1983-12-15,635.1707474071994
1983-12-16,904.1503474072
1983-12-17,706.0646420988002
1983-12-18,429.27474209880023
1983-12-19,328.5524420987999
1983-12-20,295.7269720988
1983-12-21,298.96181209880007
1983-12-22,375.70455209880004
1983-12-23,381.14134209880007
1983-12-24,376.8895720988
1983-12-25,403.20154209879996
1983-12-26,362.52142209880003
1983-12-27,311.90486209880004
1983-12-28,358.6437520988
1983-12-29,205.97163209880006
1983-12-30,193.0065720988
1983-12-31,202.1780420988
1984-01-01,196.23042209879998
1984-01-02,189.9333320988
1984-01-03,184.1803420988
1984-01-04,177.87879209879998
1984-01-05,177.84342209879998
1984-01-06,184.95037209880002
1984-01-07,190.32512209879997
1984-01-08,177.9427020988
1984-01-09,162.4286020988
1984-01-10,158.8983720988
1984-01-11,139.5408620988
1984-01-12,126.10899209879999
1984-01-13,108.6294420988
1984-01-14,92.29074209880001
1984-01-15,89.2592820988
1984-01-16,92.2992220988
1984-01-17,99.30874209880001
1984-01-18,97.46026209879999
1984-01-19,102.5526220988
1984-01-20,127.47053873007219
1984-01-21,110.94027549821408
1984-01-22,108.81887705907455
1984-01-23,75.1200420988
1984-01-24,110.37573209880001
1984-01-25,54.9368420988
1984-01-26,54.9368420988
1984-01-27,54.9368420988
1984-01-28,54.9368420988
1984-01-29,54.9368420988
1984-01-30,54.9368420988
1984-01-31,54.9368420988
1984-02-01,62.26140209880002
1984-02-02,80.55955209879998
1984-02-03,97.89033209880002
1984-02-04,54.9368420988
1984-02-05,54.9368420988
1984-02-06,55.6391120988
1984-02-07,71.03346209879997
1984-02-08,79.0899620988
1984-02-09,61.8327020988
1984-02-10,54.9368420988
1984-02-11,64.39111209880001
1984-02-12,54.9368420988
1984-02-13,54.9368420988
1984-02-14,54.9368420988
1984-02-15,54.9368420988
1984-02-16,1535.382574839983
1984-02-17,2390.7069418673386
1984-02-18,2375.5700922603855
1984-02-19,2234.7043593451313
1984-02-20,2027.6836407876888
1984-02-21,1785.5754393146583
1984-02-22,1359.307493280652
1984-02-23,459.64593312434323
1984-02-24,649.4066437036001
1984-02-25,562.1532737036
1984-02-26,432.9199037036
1984-02-27,540.9966094174412
1984-02-28,555.0481803082052
1984-02-29,513.6453613768215
1984-03-01,478.18314268203227
1984-03-02,412.85887370359995
1984-03-03,408.5528437036
1984-03-04,405.9927137036
1984-03-05,401.3683637036
1984-03-06,393.3315537036
1984-03-07,417.56670370359996
1984-03-08,456.3487137036
1984-03-09,153.3680120988
1984-03-10,160.15083209880004
1984-03-11,170.6436920988
1984-03-12,152.8560620988
1984-03-13,138.2710520988
1984-03-14,127.73669209880002
1984-03-15,122.20085209879998
1984-03-16,115.77113209880001
1984-03-17,54.9368420988
1984-03-18,68.21287209879999
1984-03-19,108.58601209880003
1984-03-20,151.47161209880005
1984-03-21,128.54420209879999
1984-03-22,54.9368420988
1984-03-23,54.9368420988
1984-03-24,54.9368420988
1984-03-25,54.9368420988
1984-03-26,54.9368420988
1984-03-27,54.9368420988
1984-03-28,54.9368420988
1984-03-29,55.307382098800005
1984-03-30,54.9368420988
1984-03-31,54.9368420988
1984-04-01,107.98884209880002
1984-04-02,120.5618420988
1984-04-03,495.802848951518
1984-04-04,1238.1883216066283
1984-04-05,4242.300082642087
1984-04-06,5176.949243699499
1984-04-07,3742.4176666190133
