var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,obj1,obj2,obj3,obj4,constr1
50.736328653492656,48.51596896448665,34.01202893903473,53.4772191814755,-18.60467835936934,13.90739703721083,19.75654547163302,11.897106337674314,-10.242314434084829,-35.05228996922582,42.986596001844475,84.7844,2.9440884885949723,-3.1857432716770275,13.90600528146148,0.0,0.2504256071116096,-0.36004544346149525,0.0028625794848132374,0.06585781968330105,10.311413401261504,0.0
83.83183263869878,30.021376474684292,19.24943760278613,67.77902533159362,-11.895094648700425,92.27801891649703,70.87541456830537,1.8670259929836235,-8.83769230167183,1.377971033173036,97.30732212147913,48.073491856600455,7.242453610902889,-18.21955147432788,24.620545052469986,62.21765342605444,0.09558561407610408,-0.4188038749387496,0.0071145655896428855,9.341352211275913,2.1725836080690626,0.0
82.73509489509789,5.840309475148782,25.0881796289977,54.42952545234097,-27.19407611284516,10.062417725665778,52.75131540873248,1.7699195556595266,6.182797764658866,3.8970237073335747,54.263612625988024,84.1558841362071,39.41283292449582,-12.193575108712995,3.273629179732277,44.79512381098609,0.6648018817359219,-0.4897338260502634,2.9444062311855093,0.0030951301481509956,4.307434445977893,0.0
100.0,18.045739033670916,35.12720466765932,67.18225857444872,-19.58872859220046,0.0,56.644773296814,5.690800103160205,-0.3163696769828255,-21.136496033139867,79.29631467344528,70.9250598628764,11.105605939598206,-45.47720205753257,-1.414,64.74294401910547,0.44721373959725785,-0.4891346477604366,0.2540230125852217,0.38274526079237087,11.003914553234475,0.0
43.8687447569453,56.40248934472674,11.801205716660627,55.41630048166367,3.0153108326956777,32.14139627015994,76.54387745739386,4.934642977616612,10.041908034703138,-11.82614574873357,43.50105101363604,67.16663199913042,69.4992074939672,-25.330354894040752,1.0346445764610106,50.06190791443264,0.39563449943512097,-0.29247396455562147,9.819902631795408,0.030707353951625698,0.061137449741469396,0.0
74.43518946817174,12.56366189606207,34.90630780443098,37.99391111016151,-15.110692373015919,84.99972100763624,17.593534244482786,9.645004303692575,-7.363040538054155,-26.388411532013443,121.14877579762108,83.42620654883953,27.19543140912362,-34.162232713395,21.640969258528695,46.75701481821538,0.8087011850138693,-0.5250864360855666,4.457412456467593,0.26271465167401103,11.256674185649231,0.0
71.9927716293853,21.32917456906575,9.75522956899557,69.72605038818904,2.3342869287496546,38.378477519263214,24.702990712768912,8.020674650353138,1.6437097371935252,-27.71513003028575,34.83132335091,44.28645481805695,21.443763192075984,-29.984270912014964,4.032474863650563,24.751925702441632,0.6442204178015866,-0.5420480231949412,16.966766415078045,0.07528405205520643,0.016081071185534146,0.0
81.57439329970013,37.44168609591642,21.311849732231988,64.79165210566646,-17.853438147882223,84.18059760555988,61.72793174144449,2.259893881604745,4.620724203330124,-6.518045271382375,120.97839538240339,68.38925411910509,35.116449264991296,-27.7742426294308,44.28367487135894,55.52031630534526,0.8253566833398578,-0.45332316486794033,2.86322023220904,0.012878994906090714,2.7662995929285805,0.0
86.7833833753527,17.538372932007025,27.553059321530245,61.487111311348066,-13.176027157486521,56.41848196006718,59.33514568147922,5.979503742189336,-10.76320434029531,3.807940243689952,70.1747641483507,63.33993449556483,36.8249337430418,-16.051459507074817,12.111022351791467,50.27645645763399,0.7953285156453568,-0.5258970962945515,4.969455990519848,0.006844915605108386,5.645221225778609,0.0
93.93508764713266,41.70588868568865,20.11658988028378,38.72652299052942,-15.86324306876229,95.98090804583916,55.08175828963917,1.7772555521349656,10.659154794071322,-15.638849335978694,94.28335149346552,58.17207557913346,25.31222541753588,-40.2534002179066,27.067657228992054,67.49843458064917,0.6778063592159359,-0.4737936273917044,1.5547997831194185,2.8907675879069865,2.143560138084974,0.0
57.63397041187481,14.178491292322057,16.213018494602558,41.546425354806075,-24.91325760026538,47.273584037649954,66.30200944401476,11.401821293170057,-2.9357981549822245,-45.1234254911224,42.867049735944654,34.46474024577497,8.823887230312105,-11.674795499928948,47.25080583689054,36.363319744062224,0.7686078857687016,0.6857698980256666,0.6408703014548909,3.5292303694729807,0.3535037844687712,0.0
45.95057091526049,36.609771508038904,14.40839228299841,4.599567107900983,-5.751245845353218,47.560254600627935,77.72220077848438,7.607751142273658,-10.222024531195746,-23.742559245788957,113.29640773217118,70.46580349262545,12.448767764931507,-32.165060071382065,54.57604024602444,81.04611474201994,0.8391890843135055,-0.17904007366872765,1.7513507394220054,0.4181052427284707,0.774633987865686,0.0
88.21708522160515,51.87278109238873,22.237021137256022,55.400076167559035,-30.876108904809467,58.694685822418656,31.41066434503668,1.7609714435016628,-7.336733524902371,-10.643097393932406,95.13678480294155,46.4797089550873,10.62220011650572,-38.75337673326529,34.49262285972072,43.40772936243588,0.0,-0.44193427770454374,0.024391935478878714,3.6455218415087267,2.9784746123724504,0.0
57.3363073070851,37.302908076819406,9.630083902893212,-9.201012287661971,-17.451917777659705,23.30282353756634,67.43659707664906,1.8882949837376652,-10.923837095904435,-21.005822134470904,81.20849924028572,84.0758670381121,45.32817863667363,-1.758988977051505,47.980482812723196,59.12151033466874,0.7483365942553772,-0.4281725967388632,4.015460753376061,0.5474899695025066,0.4476721111537214,0.0
78.59764884037416,48.88654376055548,30.1553767623518,54.45890862352313,-20.753064995537994,44.79752228266699,100.0,5.780203714144456,0.14086280161020337,-19.928042162204406,81.93448615175957,54.51890452001419,9.366705654756437,-39.029391505694186,0.8772898682873072,97.16731478984607,0.46266383611409956,-0.4830286216760111,0.3271124193085136,1.0085636862455312,6.78421747672914,0.0
91.8264990306638,39.165575131501164,20.917604095194534,4.883731563124247,-17.676372407243054,95.1489488357281,59.70477695682174,2.2268950421389158,3.7108926499533124,-19.158911626714968,58.89389872060745,82.08267899230293,33.45194437801506,-3.089000703037163,53.60677641962093,55.31058886954766,0.5472382723475182,-0.15076805547868677,0.12667732017134417,0.08610408076578485,2.4721209666262345,0.0
75.83479988866807,1.1287919377120943,10.021189721970813,69.99192377681264,-22.334374278463933,91.93597245783681,76.77561519287264,2.066725813299035,5.206934497094311,-14.843085587859836,77.30759358833963,70.17718137557695,10.778311987247406,-32.63443132739201,31.903593939754813,33.46291192830147,0.954919959488604,-0.4864814043768281,5.605485845286379,4.95164661413712,0.1925255766802052,0.0
59.27673546355886,39.07066315006076,11.20043503526518,-10.488218061191866,-18.144459252633084,25.80680664879555,68.25189942401315,1.84125378972751,-11.607228675703023,-20.685704033402043,83.09131022469215,84.18770950852674,46.53303222199717,-1.1031808164903847,45.963555148705126,62.775845391953794,0.8247013338615365,-0.42278433110320623,4.703724223806812,0.3425170426185243,0.4836897628991399,0.0
