var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,obj1,obj2,obj3,obj4
0.13615797875000282,0.2559014900614769,0.4516494134713966,0.511524529431181,0.2596728770162433,0.5840720429574422,0.08664468182585157,0.53986375097362,0.7585252587402944,0.7302771228716025,0.19930182249675132,0.5256179451210278,0.20355509102204797,0.8603445810797561,-0.47879841407363666,17.77650136839943,5.439035364901744,2.4116604040072045
0.5288552815529155,0.39369985177664263,0.9457505984276063,0.08056966499271381,0.36621871518443133,0.17778787633206733,0.1811918073038807,0.32929889539942275,0.455282788212599,0.04727942897049701,0.783014840972312,0.6727053612516497,0.08111555670197479,0.7242753034970143,-0.36508854463421003,4.729341994383085,7.686043488617075,65.01497091860038
0.6878844279593042,0.5578744399354301,0.24006883630246995,0.31511646430306756,0.22667697212606486,0.7609181902327371,0.24379917960565722,0.37687562233722255,0.28949030702726236,0.6406411626636868,0.3132546479777723,0.7201006780388115,0.7881827092836144,0.10539016026002723,0.08686958193255245,0.0036482622294373894,0.34008838185216755,82.23885606656007
0.4401497440653851,0.3297664465504383,0.8752345506194033,0.15522374055870036,0.4879991701106149,0.6138378919623152,0.2219658693513369,0.3843358503523069,0.14412055537045074,0.5993898094463136,0.8680490392815131,0.8687827385934275,0.6349999297692926,0.20737217524038845,-0.2940647319744266,2.971567130724937,0.06917635267327409,41.504865920469335
0.9210565426044959,0.2563705203730749,0.801454377946148,0.08419967954190652,0.5023291915488618,0.6083071439305242,0.24939946072123914,0.5606675695367365,0.9414377014658114,0.08407441412370774,0.9656335897813837,0.41091715391922096,0.7321615318247915,0.799209073387249,-0.47273868534000185,17.450975661994757,5.578351230561522,1.7268835316847517
0.8740658732561809,0.032186422384926014,0.5409450514391972,0.0,0.20996325192946586,0.5360652397030289,0.26412474975551586,0.40575047522509666,0.96065726028297,0.764719247881172,0.2052195605165923,0.7700965618627497,0.9978308935474338,0.24040297338124486,0.07496972661328272,0.022324686289328044,0.32314687757979593,50.37406198340954
0.20640754443318202,0.7953157957623687,0.6084204797505406,0.22708167110013483,0.5210492218302007,0.6864061173126158,0.11174102977744745,0.2998163926965915,0.6938198043339058,0.9072607882914786,0.07294539743467215,1.0,0.19550432196172393,0.20663036355276582,-0.005409582341550756,0.41822393081945813,0.07476335037880089,57.18238248069261
0.20640754443318202,0.7953157957623687,0.10158967764619498,0.22708167110013483,0.5210492218302007,0.6864061173126158,0.11174102977744745,0.2998163926965915,0.6938198043339058,0.9072607882914786,0.07294539743467215,1.0,0.19550432196172393,0.20663036355276582,-0.0014270845633278517,0.07130928775983739,0.24189043564305135,56.32359768270848
0.5250723983762575,0.20853820408606244,0.7426651743768853,0.21593528479697238,0.21753373222888553,0.7401142283833864,0.3198682655562063,0.20190781076735015,0.9610110999003978,0.5816212793641816,0.24291790779090372,0.7763715357046117,0.3921626108127417,0.2888539864719213,0.04611650418542901,2.408366252817772,0.07033482750091033,45.638862224091966
0.22733180224769195,0.4504408097715395,0.34954585291524026,0.005668349200055378,0.28233829384430503,0.6727480046635156,0.05910293143962624,0.5565487926941969,0.622102571991445,0.8069064842553126,0.17406029222125655,0.5849723819731055,0.23546192483665818,0.8619333170491628,-0.4679570342293585,17.711136109686638,5.3883925688043295,2.4848807782160773
0.5250723983762575,0.20853820408606244,0.6712860386005051,0.21593528479697238,0.21765519850878218,0.7401142283833864,0.31925467264585095,0.2020078332740235,0.999564694645765,0.5785632198152696,0.24291790779090372,0.7763715357046117,0.3921626108127417,0.2888539864719213,0.05346877759004154,1.1991958145397692,0.07964768694027843,45.04715971826644
0.5646241700990804,0.31047345478109756,0.7214285008231036,0.03882474596586123,0.2391907750879406,0.9985094939995849,0.3393697963196297,0.1707204431447061,0.993854513742839,0.5909044322797684,0.25350829624206367,0.7061053005736398,0.7427803047106466,0.27831754701152966,0.07038403197684029,2.8614308916985274,0.15574640397740663,41.86541678483925
0.5499856902477106,0.01955743570609167,0.9467223330995879,0.08600341460481659,0.2554302153268082,0.19189908864674715,0.347947399961963,0.35475714866783664,0.9979060657574225,0.05082745221834282,0.7738764342160771,0.07511572861386112,0.3668611149067059,0.10202461636059956,-0.23540535730913625,12.458295269612384,0.23947305537755165,7.918668406526692
0.5177521601938688,0.020476085451502236,0.7466022164456227,0.08840820853995518,0.007719369635004622,0.17592463424398327,0.385382619092209,0.38580775987019195,0.9996679081103647,0.051414593744107936,0.7746973835026663,0.07667299541402939,0.3671669935257751,0.12188680821934089,-0.06770425282789971,5.465999756621758,4.493478127892028,24.207422962375233
0.5428024269391739,0.016546994942833265,0.6934123337937219,0.09648342137600341,0.37297583236486354,0.23512822029168795,0.38782994283615874,0.35591832776639853,0.4550111910987251,0.056025450271145145,0.784508697113881,0.6742035663130368,0.7381075570027755,0.028472462222878216,-0.27826540990573967,10.247501481126738,1.6620178924886264,16.54928663148938
0.5177521601938688,0.020476085451502236,0.7551275251106905,0.08840820853995518,0.01032143247959015,0.17592463424398327,0.10194489025633743,0.38580775987019195,0.9996679081103647,0.051414593744107936,0.7675541011400686,0.07667299541402939,0.3671669935257751,0.1129829897268465,-0.0643879217082991,4.775576908065232,5.130422913587662,24.74642111461177
0.5511813193288677,0.9435855318028225,0.959781503801377,0.09461096290951747,0.38191273946445775,0.16250111231433442,0.10266808796543297,0.5830489069470878,0.9115047911375298,0.056025450271145145,0.7805239574872034,0.8471328636362919,0.0542333754137011,0.6597568650336281,-0.35991313188327523,12.786495523800383,0.41483926091145135,6.115450680342819
0.6493009883273386,0.006524733028248648,0.6336321396770969,0.1067621817311366,0.23149563731198264,0.9968189178219921,0.40187717007348495,0.10889119663660393,0.9998912446085685,0.6352035932600937,0.2349932227926193,0.07447120900543087,0.7280166310882523,0.10298280159351055,0.07891386108979148,0.0012967015566169992,1.432063233251493,44.41993331872738
0.518290927949336,0.3991350632319246,0.9446937647552729,0.08844580871752078,0.3804580307826407,0.8761224718476,0.16244462487628014,0.31795242185007877,0.45459490333414515,0.05600670539965185,0.7070401662158667,0.8918787408167873,0.07664631877682612,0.7246416089415182,-0.4654512661089619,12.155435804804743,1.6031673856883468,53.09693192248496
0.15697923834156857,0.5064483910320569,0.5143968716800268,0.48340202420374817,0.2960805288684496,0.6187732984273498,0.0,0.5641552813290275,0.7080482493403328,0.8231152692155254,0.16408897988569454,0.5189072935718123,0.3777531521279933,1.0,-0.4807316916209511,17.84315758419519,5.48043265989148,2.0531451309237063
0.5549245787136406,0.32621206280920007,0.959781503801377,0.08715512672068325,0.00788825612649124,0.6826670718288073,0.10704978792565092,0.5785289732995421,0.9195852763897601,0.056025450271145145,0.883088814106672,0.8471291087195165,0.05061292112385776,0.6691998646756099,-0.2625456799728325,10.085213977271218,2.2812342792333262,13.673120030871608
0.556801198124164,0.00852343073182224,0.9400531654512245,0.09303408772435809,0.3791987776506787,0.22308695155004235,0.39623534053538173,0.3531392353476117,0.4405696525975883,0.05202273420704342,0.7920177306938573,0.6780950639580232,0.7465695372168452,0.025417704356823227,-0.3851760178139856,2.7093515147944838,9.90846936022784,48.636272484938395
0.13884409989276048,0.2559014900614769,0.4248434025991115,0.4937908208768896,0.25963749015710125,0.5806226184194115,0.09553091310706523,0.53986375097362,0.7687991530261127,0.7283035193862127,0.19930182249675132,0.5256179451210278,0.20355509102204797,0.9988520616520432,-0.4998192086107397,17.815492616245052,5.44996344722054,2.32976184627889
0.22024662739559153,0.48505727795784354,0.3683903571528224,0.07628725347467885,0.28233829384430503,0.6727480046635156,0.05910293143962624,0.5631290514987773,0.6220761810080911,0.7124632771114745,0.1795865313910936,0.5849723819731055,0.23548238679614075,0.8619333170491628,-0.47616302873488214,17.749436423869394,5.470277303222035,2.3650813441349854
