var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,obj1,obj2,obj3,obj4
0.05889283899820813,0.37655193001623394,0.42371770392108343,0.9217625099733477,0.7336701347075831,0.9576625296027632,0.023706320427351685,0.5045242531338007,0.5292489690069715,0.4938678315916144,0.8801133532435533,0.04126696097492482,0.7598385065901633,0.706411835593698,-0.6632831833121149,1.6211087179468884,2.357495319926778,12338.975452890805
0.5587606516203025,0.0011814275575982303,0.15989928262426162,0.3897170889621158,0.4917466699390538,0.5593619011614471,0.9110508326446859,0.24428007245973715,0.10800773717689874,0.4945044304653781,0.755737461554931,0.9988163409920996,0.5293007750365186,0.6782675152801402,-0.7205033753961523,4.435447567521405,0.40273099031307164,44.86189759759973
0.5758919940618787,0.0,0.19454668859144714,0.45047812407148957,0.5294894923989465,0.5542615222099535,0.9620846485839979,0.3489379138955111,0.055421618448188575,0.9509741396135811,0.9623190853804849,0.18136720481846486,0.07743735054912823,0.7686473826804774,-0.6278790128383331,1.5677154565771272,0.7087577485391382,3220.8028791883344
0.4967097731144829,0.014837900620672084,0.12633306931851737,0.4185469417138288,0.38692341730625446,0.7911473606592678,0.6123866405346052,0.6315460155325816,0.07532857872436954,0.9185471355175101,0.9709975977820082,0.7227464366524355,0.8791903776301049,0.7338130281080251,-0.7188117055266772,3.1680582802376223,1.354209332890306,52.577044920472474
0.5905238994011309,0.8126079714659895,0.21852142216659964,0.4343742121354087,0.3477857434123203,0.42217807656500117,0.9766529638644672,0.37619743961876884,0.08439977440657025,0.8692470290377631,0.7571966745776366,0.7815360394019333,0.8148989207407097,0.06683086099691926,-0.38865451170021725,0.0024505250456454027,0.09054152507831109,14974.716045921235
0.7129345817597611,0.052241276914064605,0.16573668269604627,0.14456463219039656,0.42549252561157636,0.4539204483633658,0.21522902371298722,0.30347604265542194,0.09741169765126038,0.6508917413703316,0.7120030487296508,0.3698514225117915,0.6429476732205819,0.7122999876966569,-0.6207656371163965,3.9060470686434794,0.037965014719269,45.597833285239794
0.6608188058745019,0.0,0.1930808157332694,0.5646665185101885,0.5481046062124729,0.2783554128477033,0.4109253149534468,0.1727643451907588,0.07442842647447008,0.7927064562228181,0.9239501937464842,0.0,0.7700819176955764,0.6182911338493011,-0.7402688636517161,17.278565445316104,16.967774360470738,19.11316365621106
0.993661206423283,0.03298926841353714,0.16486349841537107,0.5015571285896625,0.4940956807899224,0.2965639344305257,0.2844548672213613,0.284790006447311,0.10776227512572822,0.8067109413354464,0.5937838161471085,0.42328350816936033,0.05638152193600306,0.716363430040011,-0.6848131578576369,4.250395212596621,0.15706848310564842,42.07739769966163
0.7423164378644114,0.42758348925063727,0.17979103892374382,0.3526979120578933,0.2701707527204814,0.1158907282511496,0.25942626656456264,0.5236131070460252,0.10401299697386983,0.7751856188898473,0.9902910602600397,0.6940117836927078,0.6786887796313243,0.14144538993041897,-0.5901164847649363,3.9131378111825112,0.24531395984940405,42.715789552504035
0.8561676894229956,0.2796266791779416,0.18259545089527118,0.47741158394504263,0.477103367961833,0.5433683849432468,0.623332536189137,0.4906862711601564,0.10672166885859018,0.7447421970964814,0.9036352964323396,0.8293810451401185,0.8184098839398389,0.22820301622884132,-0.6606347835747437,4.253828259276818,0.3484557945775351,36.57234972395605
