var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,obj1,obj2,obj3,obj4
0.8000158868451711,0.6169841738266572,0.8800752864020306,0.42430266161654157,0.31819135849662544,0.8245576405218717,0.1510736710368324,0.39993487137283845,0.7333949501872848,0.43601329183958204,0.06462250302555754,0.5845794251888303,0.09593846275938823,0.3233784636140939,-0.1483285420574182,0.382097023005318,12.037198560679538,60.94666533763557
0.0,0.7610693002316309,0.9654173979742311,0.5307029947434052,0.23475257417671874,0.8834726683265386,0.18412260726731225,0.5057117889224576,0.2445534630453183,0.2391588681346576,0.809496030005495,0.622523563420122,0.09170149513239655,0.9587775476640815,-0.37128666062757587,37.56270048222439,8.9173405897297,10.735534552601614
1.0,0.0,0.9325488005107755,0.33569079101904875,0.5052150542045444,0.35539010298472845,0.6749769139771247,0.5515985028639689,0.07791704093980206,0.9993974134221982,0.9323154522861493,0.35839833089310325,0.5101996698019704,0.935796897426509,-0.7150097955278062,88.00552876532333,32.0834018520743,37.925429807791915
0.9229717306125975,0.0,0.5723006029281719,0.23565545461365756,0.500408237268464,0.4040282152164718,0.25542307257676206,0.44577997952710097,0.5969850791134939,0.18124289661257476,0.9116580004311753,0.4476518701595713,0.5681510004809461,0.5215142047685696,-0.6501191128951612,81.15568869258031,30.37319913127245,305.08628627402044
0.17505433287082642,0.38925285862683623,0.7661140828154274,0.2800943643541867,0.3756251269682314,0.9460932712527866,0.16444032686218993,0.1671485438767853,0.4969091132508845,0.36738624149159455,0.20986752116278423,0.4592286808830118,0.07061896539133485,0.9282512526648926,-0.3168007278723626,16.17657641945248,0.8097069573664248,41.5672574414541
0.6465560331083671,0.43524699979537107,0.18044954479740588,0.4556317559884948,0.2003760140032537,0.32078852387969775,0.4120910426040366,0.49931856908353944,0.12216933367208899,0.7175130665379387,0.8142866793196942,0.7592080284580919,0.6608488149154526,1.0,-0.7061271300221514,83.52933854606108,28.808923363310324,333.52277452814974
0.17857744450150223,0.9232918527739732,0.8221288087829316,0.8327158482956755,0.6245331545285928,0.8900938359961345,0.14929527722981184,0.39446697205703635,0.4493674909545835,0.0,0.26431398003954293,0.33254853936513384,0.34533577846684826,0.16209984412428358,-0.119388095506623,1.5110645188636078,11.439936351775057,61.86378394862485
0.17505433287082642,0.38925285862683623,0.7661140828154274,0.2800943643541867,0.3756251269682314,0.9460932712527866,0.16444032686218993,0.1671485438767853,0.3425956981588611,0.36738624149159455,0.20986752116278423,0.4592286808830118,0.07061896539133485,0.9282512526648926,-0.317152041161062,10.827931562271411,3.9177002080916568,45.043387261220396
0.9917857446396481,0.004602272966560178,0.9340971380236545,0.30271307316814733,0.5731919379120346,0.3971961150609078,0.2584810636140607,0.4565254899533245,0.05956988288332779,1.0,0.9684634296876931,1.0,0.6947920327640646,0.9205081023575886,-0.6784753141420135,86.4844827198211,29.36666416950695,48.4814491707898
0.18112787792357693,0.9064495057453202,0.8530145776255854,0.8314320744721556,0.7090663641210257,0.9349980998626952,0.10625849992687941,0.4259848718476359,0.47751721916849665,0.0,0.28123060463956073,0.3578075632575627,0.5022587690286449,0.14818867517292703,-0.11680217187481279,0.46116495710968386,5.889057504329673,65.03766798305614
