datetime,prompton,beltzvilleCombined,fewalter
1975-10-11,,208.85651214128035,505.38577149354825
1975-10-12,,213.90949227373068,853.6006328175212
1975-10-13,,160.0110375275938,704.5592524843031
1975-10-14,,148.22075055187636,575.8416967419786
1975-10-15,,143.16777041942603,483.707025263262
1975-10-16,,141.48344370860926,420.0257082117961
1975-10-17,,141.48344370860926,396.992040342117
1975-10-18,,410.9757174392936,1619.1313590745044
1975-10-19,,759.6313465783664,3576.9931279972316
1975-10-20,,872.4812362030905,3319.558016512582
1975-10-21,,628.2538631346578,2334.529984673951
1975-10-22,,490.1390728476821,1657.0691649775054
1975-10-23,,407.60706401766004,1249.2377515202452
1975-10-24,,350.33995584988963,1016.191229544668
1975-10-25,,318.3377483443708,896.9581252780936
1975-10-26,,289.7041942604856,818.372670193306
1975-10-27,,262.7549668874172,737.0773718297326
1975-10-28,,242.54304635761588,672.0411331388738
1975-10-29,,225.6997792494481,624.6188757601226
1975-10-30,,215.59381898454745,582.616304938943
1975-10-31,,198.7505518763797,537.9038908389776
1975-11-01,,193.10879578855014,522.5947699168862
1975-11-02,,184.56415880675587,501.5224001621731
1975-11-03,,181.14630401403818,490.2838029596594
1975-11-04,,172.6016670322439,476.2355564565173
1975-11-05,,164.05703005044967,456.56801135211833
1975-11-06,,153.80346567229657,435.4956415974052
1975-11-07,,148.67668348322002,418.6377457936347
1975-11-08,,201.65343277034438,602.6697749847963
1975-11-09,,162.3481026540908,646.2193391445368
1975-11-10,,210.19806975213865,755.7956618690451
1975-11-11,,247.79447247203336,1240.4601662274476
1975-11-12,,293.9355121737223,1237.6505169268194
1975-11-13,,581.0353147620092,2544.137441719035
1975-11-14,,538.312129853038,2169.0492600851408
1975-11-15,,440.9032682605835,1553.7360632475165
1975-11-16,,369.12831761351174,1178.6478816136225
1975-11-17,,322.9872779118228,974.948307318062
1975-11-18,,290.5176573810046,838.6803162375836
1975-11-19,,268.30160122833956,748.7715386174741
1975-11-20,,249.5033998683922,691.1737279545915
1975-11-21,,311.02478613731085,952.4711129130346
1975-11-22,,302.4801491555166,1394.9908777620108
1975-11-23,,246.0855450756745,1118.2404216501113
1975-11-24,,235.8319806975214,918.7553213054936
1975-11-25,,230.70519850844485,781.0825055747009
1975-11-26,,222.16056152665058,727.699168862761
1975-11-27,,242.6676902829568,841.489965538212
1975-11-28,,223.86948892300944,959.4952361646057
1975-11-29,,205.07128756306207,824.6320697344414
1975-11-30,,196.52665058126783,717.8653963105614
1975-12-01,,159.02059025394647,708.4855813953488
1975-12-02,,148.33013040494166,688.8832135306554
1975-12-03,,141.64859299931368,613.2740803382665
1975-12-04,,134.96705559368567,551.6666384778013
1975-12-05,,130.95813315030887,519.4627484143764
1975-12-06,,128.28551818805767,501.2605496828753
1975-12-07,,124.27659574468086,497.0600422832981
1975-12-08,,118.93136582017846,460.655644820296
1975-12-09,,120.26767330130406,462.0558139534884
1975-12-10,,136.30336307481127,581.0701902748415
1975-12-11,,118.93136582017846,597.8722198731501
1975-12-12,,113.58613589567605,532.0642706131079
1975-12-13,,110.91352093342485,478.8578435517971
1975-12-14,,109.57721345229925,462.0558139534884
1975-12-15,,108.24090597117365,459.2554756871036
1975-12-16,,106.90459849004804,455.05496828752644
1975-12-17,,101.55936856554564,422.8510782241015
1975-12-18,,100.22306108442004,390.64718816067654
1975-12-19,,92.20521619766645,355.64295983086686
1975-12-20,,90.86890871654084,341.64126849894296
1975-12-21,,92.20521619766645,340.24109936575053
1975-12-22,,90.86890871654084,340.24109936575053
1975-12-23,,88.19629375428964,337.4407610993658
1975-12-24,,84.18737131091284,323.4390697674419
1975-12-25,,82.85106382978724,351.44245243128967
1975-12-26,,196.4371997254633,805.0972515856238
1975-12-27,,209.8002745367193,1243.3501902748415
1975-12-28,,164.36582017844887,897.5084143763214
1975-12-29,,148.33013040494166,666.4805073995772
1975-12-30,,148.33013040494166,550.2664693446089
1975-12-31,,192.4282772820865,621.6750951374207
1976-01-01,,191.83381088825215,486.59153678788687
1976-01-02,,156.17239732569246,408.3893255184051
1976-01-03,,157.40210124164278,389.92491452422183
1976-01-04,,151.2535816618911,368.2020780604769
1976-01-05,,134.03772683858642,324.756405132987
1976-01-06,,125.4297994269341,319.32569601705075
1976-01-07,,121.7406876790831,308.4642777851783
1976-01-08,,121.7406876790831,306.2919941388038
1976-01-09,,110.67335243553008,284.5691576750588
1976-01-10,,108.21394460362941,272.62159761999914
1976-01-11,,104.52483285577841,266.1047466808756
1976-01-12,,106.98424068767908,260.6740375649394
1976-01-13,,102.06542502387774,305.20585231561654
1976-01-14,,223.80611270296083,385.58034723147284
1976-01-15,,142.64565425023878,375.8050708227876
1976-01-16,,115.59216809933142,335.6178233648595
1976-01-17,,102.06542502387774,304.1197104924293
1976-01-18,,99.60601719197707,278.05230673593536
1976-01-19,,97.14660936007641,257.41561209537764
1976-01-20,,94.68720152817573,242.2096265707562
1976-01-21,,90.99808978032473,235.6927756316327
1976-01-22,,87.30897803247373,227.00364104613473
1976-01-23,,86.0792741165234,220.48679010701125
1976-01-24,,84.84957020057307,215.056080991075
1976-01-25,,82.39016236867239,251.98490297944142
1976-01-26,,609.9331423113658,955.8048044047778
1976-01-27,,1893.7440305635148,6310.483992717908
1976-01-28,,1053.8562559694365,4550.934239154567
1976-01-29,,504.17860553963703,2425.3546911771236
1976-01-30,,371.37058261700093,1526.0292615780827
1976-01-31,,292.66953199617956,1062.2467030771281
1976-02-01,,704.2800466744458,1401.689273529167
1976-02-02,,1009.8133022170363,1858.9069651327286
1976-02-03,,618.8343057176196,1687.0331613547476
1976-02-04,,484.1925320886815,1328.267454439544
1976-02-05,,437.58576429404906,1096.3212532245984
1976-02-06,,409.10385064177365,984.5198468835816
1976-02-07,,375.4434072345391,899.4172838478822
1976-02-08,,354.7292882147025,846.0195972372472
1976-02-09,,328.83663943990666,769.2604227344596
1976-02-10,,305.53325554259044,740.8929017225597
1976-02-11,,359.90781796966166,727.543480069901
1976-02-12,,346.96149358226376,722.5374469501539
1976-02-13,,341.78296382730457,709.1880252974952
1976-02-14,,341.78296382730457,755.9110010818008
1976-02-15,,289.997666277713,700.8446367645835
1976-02-16,,401.3360560093349,777.6038112673713
1976-02-17,,789.7257876312719,2312.7873013231256
1976-02-18,,510.08518086347726,2674.8903636514938
1976-02-19,,497.13885647607935,2689.908463010735
1976-02-20,,450.53208868144696,2509.691270699842
1976-02-21,,403.9253208868145,1897.2865523841226
1976-02-22,,605.8879813302217,2204.3232503952736
1976-02-23,,525.6207701283548,2187.63647332945
1976-02-24,,463.4784130688448,1630.2981193309479
1976-02-25,,440.1750291715286,1373.3217525172672
1976-02-26,,414.28238039673283,1251.5082799367563
1976-02-27,,390.9789964994166,1209.7913372721978
1976-02-28,,367.6756126021004,1131.3634850628277
1976-02-29,,344.37222870478416,1026.2367895481402
1976-03-01,,194.04435957696828,808.4982924361244
1976-03-02,,184.8769095182139,764.909688843916
1976-03-03,,180.2931844888367,783.1887806729067
1976-03-04,,194.04435957696828,852.0868960283328
1976-03-05,,180.2931844888367,904.112003541614
1976-03-06,,169.59782608695653,843.6503921072602
1976-03-07,,161.95828437132786,726.9454211990893
1976-03-08,,155.8466509988249,643.9864659752087
1976-03-09,,154.3187426556992,601.8039463698457
1976-03-10,,154.3187426556992,575.0883506197824
1976-03-11,,154.3187426556992,583.524854540855
1976-03-12,,148.20710928319625,552.5910068302554
1976-03-13,,206.26762632197415,707.2602453832532
1976-03-14,,194.04435957696828,833.8078041993423
1976-03-15,,178.76527614571094,736.7880091070073
1976-03-16,,180.2931844888367,672.1081457121173
1976-03-17,,180.2931844888367,604.6161143435365
1976-03-18,,168.06991774383079,556.8092587907918
1976-03-19,,175.70945945945948,556.8092587907918
1976-03-20,,174.18155111633374,679.1385656463445
1976-03-21,,169.59782608695653,752.2549329623071
1976-03-22,,163.4861927144536,802.8739564887427
1976-03-23,,152.79083431257345,660.8594738173539
1976-03-24,,151.2629259694477,576.4944346066278
1976-03-25,,148.20710928319625,535.7179989881103
1976-03-26,,143.62338425381904,510.40848722489244
1976-03-27,,149.735017626322,553.9970908171009
1976-03-28,,187.93272620446535,1302.0337718188716
1976-03-29,,151.2629259694477,1044.7204022261574
1976-03-30,,146.67920094007053,811.3104604098153
1976-03-31,,146.67920094007053,694.6054895016443
1976-04-01,,523.0225237449118,1754.95314768378
1976-04-02,,492.63283582089554,1901.656262372971
1976-04-03,,399.8643147896879,1451.9495182790024
1976-04-04,,334.28656716417913,1114.6694602085258
1976-04-05,,291.1012211668928,911.7530025075888
1976-04-06,,262.3109905020353,796.5842021908408
1976-04-07,,239.91858887381275,729.402402006071
1976-04-08,,220.72510176390773,664.9627161145572
1976-04-09,,206.32998643147897,612.862544542695
1976-04-10,,193.53432835820897,564.8755444107167
1976-04-11,,183.93758480325644,542.9386300646694
1976-04-12,,172.7413839891452,531.9701728916458
1976-04-13,,164.74409769335142,492.20951563943515
1976-04-14,,156.74681139755768,467.530487000132
1976-04-15,,150.34898236092266,448.33568694734066
1976-04-16,,145.5506105834464,431.88300118780523
1976-04-17,,137.55332428765266,429.14088689454934
1976-04-18,,124.75766621438264,414.0592582816418
1976-04-19,,129.5560379918589,390.75128678896664
1976-04-20,,127.95658073270013,374.2986010294312
1976-04-21,,129.5560379918589,360.5880295631517
1976-04-22,,110.36255088195387,342.76428665698825
1976-04-23,,108.76309362279511,337.28005807047646
1976-04-24,,108.76309362279511,322.198429457569
1976-04-25,,119.95929443690638,386.6381153490828
1976-04-26,,191.9348710990502,1168.140688927016
1976-04-27,,132.7549525101764,998.1296027451499
1976-04-28,,118.35983717774762,732.1445162993269
1976-04-29,,111.96200814111262,595.0388016365316
1976-04-30,,103.96472184531886,507.29114425234263
1976-05-01,,200.84641228701705,599.2990770078524
1976-05-02,,300.42572594192467,1387.566331450613
1976-05-03,,226.1631869450444,1136.5086100013775
1976-05-04,,209.28533717302616,857.1056619369059
1976-05-05,,195.78305735541156,676.2361206777794
1976-05-06,,185.65634749220064,575.0031684805069
1976-05-07,,177.2174226061915,537.2095329935253
1976-05-08,,167.09071274298057,499.4158975065436
1976-05-09,,158.65178785697145,456.2231712357074
1976-05-10,,151.90064794816413,425.17839922854387
1976-05-11,,165.40292776577874,407.63135418101666
1976-05-12,,330.8058555315575,481.8688524590164
1976-05-13,,229.53875689944803,488.6177159388346
1976-05-14,,217.72426205903528,433.27703540432566
1976-05-15,,207.59755219582433,410.33089957294396
1976-05-16,,222.78761699064074,454.8733985397438
1976-05-17,,280.1723062155028,943.4911144785783
1976-05-18,,364.56155507559396,925.9440694310512
1976-05-19,,357.81041516678664,1023.1277035404325
1976-05-20,,327.4302855771538,1006.930431188869
1976-05-21,,313.92800575953925,877.3522523763604
1976-05-22,,278.48452123830094,763.9713459154153
1976-05-23,,249.79217662586993,627.6443036230886
1976-05-24,,227.85097192224623,538.559305689489
1976-05-25,,214.34869210463162,492.66703402672545
1976-05-26,,202.53419726421888,469.7208981953437
1976-05-27,,190.7197024238061,454.8733985397438
1976-05-28,,175.5296376289897,421.129081140653
1976-05-29,,167.09071274298057,390.08430913348946
1976-05-30,,175.5296376289897,417.0797630527621
1976-05-31,,160.33957283417325,417.0797630527621
1976-06-01,,116.80056278578965,426.8205177930767
1976-06-02,,122.88392543088287,613.3082517211287
1976-06-03,,103.4171649665846,518.7510908562009
1976-06-04,,96.11712979247274,424.1939299912732
1976-06-05,,91.25043967639816,362.4691166488898
1976-06-06,,93.68378473443545,366.4089983515951
1976-06-07,,100.9838199085473,667.1533016581014
1976-06-08,,87.60042208934223,579.1626102976826
1976-06-09,,81.51705944424903,441.26675070299626
1976-06-10,,79.08371438621174,366.4089983515951
1976-06-11,,76.65036932817446,321.7570057209348
1976-06-12,,73.00035174111854,284.9847764956851
1976-06-13,,71.78367921209988,254.77901677494427
1976-06-14,,71.78367921209988,235.07960826141763
1976-06-15,,71.78367921209988,245.58595946863184
1976-06-16,,81.51705944424903,262.65878018035494
1976-06-17,,120.45058037284558,378.22864345971107
1976-06-18,,79.08371438621174,342.76970813536315
1976-06-19,,69.35033415406261,292.8645399010957
1976-06-20,,137.48399577910658,288.9246581983904
1976-06-21,,236.03447062961658,669.779889459905
1976-06-22,,199.53429475905733,865.4606806942694
1976-06-23,,206.8343299331692,709.1787064869583
1976-06-24,,158.16742877242348,517.4377969552992
1976-06-25,,141.1340133661625,425.507223892175
1976-06-26,,124.1005979599015,353.27605934257735
1976-06-27,,113.15054519873372,292.8645399010957
1976-06-28,,110.71720014069643,261.34548627945316
1976-06-29,,141.1340133661625,617.248133423834
1976-06-30,,201.9676398170946,1158.3252205953652
1976-07-01,,341.7391304347826,2670.4336480159645
1976-07-02,,226.86883449031785,1695.0863458438866
1976-07-03,,193.84362440628425,1061.4469260879575
1976-07-04,,175.17720131530874,809.8745874587459
1976-07-05,,159.38253562294483,761.4435490060634
1976-07-06,,145.02374862988674,614.8051270243303
1976-07-07,,149.33138472780416,528.7055031084503
1976-07-08,,137.84435513335768,532.7414229795072
1976-07-09,,124.92144683960541,473.54793153733976
1976-07-10,,113.43441724515893,404.9372937293729
1976-07-11,,209.63829009864816,419.7356665899148
1976-07-12,,132.10084033613444,406.28260035305857
1976-07-13,,113.43441724515893,395.5201473635736
1976-07-14,,106.25502374862988,425.1168930846573
1976-07-15,,100.51150895140665,394.17484073988794
1976-07-16,,147.89550602849835,447.9871056873129
1976-07-17,,123.48556814029959,521.9789699900223
1976-07-18,,97.63975155279503,419.7356665899148
1976-07-19,,90.46035805626599,349.77972215826236
1976-07-20,,87.58860065765437,305.3846035766367
1976-07-21,,86.15272195834855,290.58623071609486
1976-07-22,,86.15272195834855,306.72991020032237
1976-07-23,,87.58860065765437,302.6939903292655
1976-07-24,,91.89623675557179,417.04505334254355
1976-07-25,,76.10157106320789,359.1968685240617
1976-07-26,,73.22981366459628,290.58623071609486
1976-07-27,,70.35805626598466,251.57233862921177
1976-07-28,,68.92217756667884,234.08335252129865
1976-07-29,,101.94738765071246,306.72991020032237
1976-07-30,,127.79320423821703,621.5316601427585
1976-07-31,,83.28096455973693,508.525903753166
1976-08-01,,69.60594145915248,429.4037227889368
1976-08-02,,64.2516382699869,355.3685981701546
1976-08-03,,61.57448667540411,309.46682090650967
1976-08-04,,58.89733508082132,265.04574613524034
1976-08-05,,57.55875928352992,233.9509937953518
1976-08-06,,57.55875928352992,217.6632663792197
1976-08-07,,70.94451725644386,365.73351561678413
1976-08-08,,140.55045871559633,812.9056683142287
1976-08-09,,238.26649191786808,1193.4462088547693
1976-08-10,,232.9121887287025,1846.4360079924284
1976-08-11,,175.35342944517257,1418.5129876958672
1976-08-12,,152.59764089121887,879.5372804711327
1976-08-13,,135.19615552643077,627.8178567672732
1976-08-14,,124.4875491480996,503.43884740771904
1976-08-15,,116.45609436435124,439.76864023556635
1976-08-16,,111.10179117518567,451.6142601745715
1976-08-17,,111.10179117518567,393.86686297192136
1976-08-18,,93.70030581039755,337.6001682616469
1976-08-19,,88.34600262123197,291.6983909980019
1976-08-20,,85.6688510266492,259.1229361657377
1976-08-21,,81.65312363477501,238.39310127247873
1976-08-22,,78.97597204019222,225.0667788410979
1976-08-23,,76.29882044560944,211.74045640971713
1976-08-24,,74.96024464831804,199.89483647071197
1976-08-25,,72.28309305373526,192.49132400883374
1976-08-26,,70.94451725644386,191.01062151645812
1976-08-27,,92.36173001310617,270.9685561047429
1976-08-28,,73.62166885102666,273.92996108949416
1976-08-29,,69.60594145915248,250.23872121148386
1976-08-30,,65.59021406727828,210.25975391734147
1976-08-31,,61.57448667540411,183.6071090545799
1976-09-01,,62.478084962913016,159.10801195389212
1976-09-02,,69.42009440323669,164.54760210616195
1976-09-03,,69.42009440323669,169.98719225843175
1976-09-04,,63.86648685097775,163.1877045680945
1976-09-05,,61.08968307484828,164.54760210616195
1976-09-06,,58.31287929871882,155.02831933968977
1976-09-07,,56.924477410654085,146.86893411128503
1976-09-08,,55.53607552258935,142.78924149708268
1976-09-09,,54.147673634524615,140.06944642094777
1976-09-10,,61.08968307484828,156.38821687775723
1976-09-11,,58.31287929871882,174.06688487263412
1976-09-12,,54.147673634524615,156.38821687775723
1976-09-13,,51.370869858395146,146.86893411128503
1976-09-14,,49.98246797033042,140.06944642094777
1976-09-15,,48.594066082265684,133.2699587306105
1976-09-16,,91.63452461227243,218.9435036288601
1976-09-17,,159.66621712744438,1021.283051088658
1976-09-18,,81.91571139581929,991.365305251174
1976-09-19,,66.64329062710722,645.9513305820407
1976-09-20,,61.08968307484828,436.52710971965274
1976-09-21,,58.31287929871882,339.9743845168635
1976-09-22,,55.53607552258935,267.8998149992884
1976-09-23,,52.75927174645988,216.22370855272518
1976-09-24,,51.370869858395146,186.3059627152412
1976-09-25,,51.370869858395146,167.26739718229686
1976-09-26,,74.97370195549563,276.05920022769317
1976-09-27,,126.34457181389077,756.1030311655045
1976-09-28,,98.5765340525961,741.1441582467625
1976-09-29,,77.75050573162508,533.079834922442
1976-09-30,,76.36210384356036,444.6864949480575
1976-10-01,,99.4709873236922,505.4833694745621
1976-10-02,,99.4709873236922,494.3738448707256
1976-10-03,,195.570076772005,687.4018348623853
1976-10-04,,171.96679164434923,780.4441034195162
1976-10-05,,144.99160864131406,588.804804003336
1976-10-06,,139.93376182824497,477.70955796497077
1976-10-07,,134.87591501517588,419.384553794829
1976-10-08,,148.36350651669346,431.8827689741451
1976-10-09,,701.3547580789145,4416.03603002502
1976-10-10,,789.0241028387788,4485.470558798999
1976-10-11,,514.2144259953579,2571.854945788157
1976-10-12,,391.14015354401,1680.3155963302752
1976-10-13,,327.07409391180147,1210.9381818181816
1976-10-14,,303.4708087841457,1106.7863886572143
1976-10-15,,261.32208534190323,959.5851876563803
1976-10-16,,232.66095340117838,802.6631526271892
1976-10-17,,210.7436172112123,698.5113594662218
1976-10-18,,193.8841278343153,624.9107589658048
1976-10-19,,180.39653633279772,573.5292076730608
1976-10-20,,268.06588109266204,849.8786321934945
1976-10-21,,542.8755579360828,2998.1829524603836
1976-10-22,,394.5120514193894,2238.5692076730606
1976-10-23,,335.50383860025,1566.4429691409507
1976-10-24,,322.0162470987324,1277.5953294412009
1976-10-25,,340.5616854133191,1353.973311092577
1976-10-26,,381.0244599178718,1846.958465387823
1976-10-27,,328.7600428494912,1562.276897414512
1976-10-28,,315.2724513479736,1219.2703252710592
1976-10-29,,296.7270130333869,1026.2423352793994
1976-10-30,,276.4956257811105,913.7583986655545
1976-10-31,,401.25584717014823,1256.7649708090073
1976-11-01,,490.78217821782175,1298.0278164116828
1976-11-02,,438.8725247524752,1065.6648122392212
1976-11-03,,424.7153465346534,920.1040797403801
1976-11-04,,412.91769801980195,885.3831710709319
1976-11-05,,384.6033415841584,831.9663885025499
1976-11-06,,358.6485148514851,791.9038015762634
1976-11-07,,332.69368811881185,755.8474733426054
1976-11-08,,311.45792079207916,722.4619842373668
1976-11-09,,290.22215346534654,631.6534538711173
1976-11-10,,280.7840346534653,614.2929995363932
1976-11-11,,266.62685643564356,591.5908669448309
1976-11-12,,250.11014851485146,562.2116365322207
1976-11-13,,238.31249999999997,530.1615669911915
1976-11-14,,231.2339108910891,503.45317570700047
1976-11-15,,221.7957920792079,484.75730180806676
1976-11-16,,209.9981435643564,466.06142790913304
1976-11-17,,205.27908415841583,448.7009735744089
1976-11-18,,202.91955445544554,440.6884561891516
1976-11-19,,195.84096534653463,438.0176170607325
1976-11-20,,188.76237623762376,431.34051923968474
1976-11-21,,184.04331683168314,427.3342605470561
1976-11-22,,176.96472772277227,404.63212795549373
1976-11-23,,172.24566831683168,380.59457579972184
1976-11-24,,169.88613861386136,363.2341214649977
1976-11-25,,167.52660891089107,351.2153453871117
1976-11-26,,162.8075495049505,347.20908669448306
1976-11-27,,160.4480198019802,357.8924432081595
1976-11-28,,158.0884900990099,369.9112192860454
1976-11-29,,181.68378712871285,447.36555401019933
1976-11-30,,155.72896039603958,419.3217431617988
1976-12-01,,63.0,357.79499635657027
1976-12-02,,63.0,319.67937818800095
1976-12-03,,59.0,317.2203060480932
1976-12-04,,62.0,297.54772892883165
1976-12-05,,59.0,290.17051250910856
1976-12-06,,57.0,287.71144036920083
1976-12-07,,242.0,1508.6407578333738
1976-12-08,,219.0,1812.3361671119746
1976-12-09,,154.0,1181.5841632256497
1976-12-10,,137.0,809.0347340296331
1976-12-11,,127.0,659.0313334952635
1976-12-12,,119.0,568.0456643186786
1976-12-13,,111.0,510.2574690308477
1976-12-14,,99.0,465.9941705125091
1976-12-15,,92.0,418.04226378430894
1976-12-16,,88.0,404.51736701481656
1976-12-17,,86.0,394.6810784551858
1976-12-18,,83.0,387.30386203546266
1976-12-19,,79.0,372.5494291960165
1976-12-20,,78.0,370.09035705610876
1976-12-21,,79.0,410.6650473645858
1976-12-22,,74.0,375.00850133592417
1976-12-23,,70.0,343.0405635171241
1976-12-24,,66.0,324.59752246781636
1976-12-25,,65.0,307.38401748846246
1976-12-26,,66.0,298.7772649987855
1976-12-27,,64.0,290.17051250910856
1976-12-28,,63.0,287.71144036920083
1976-12-29,,61.0,279.1046878795239
1976-12-30,,60.0,270.49793538984693
1976-12-31,,58.0,266.8093271799854
1977-01-01,,121.86661526599845,318.1983258209916
1977-01-02,,119.72860447185812,306.13393432066965
1977-01-03,,117.5905936777178,294.0695428203477
1977-01-04,,115.45258288357748,283.513200257566
1977-01-05,,113.31457208943715,272.9568576947843
1977-01-06,,111.17656129529684,269.94075981970377
1977-01-07,,109.03855050115651,266.92466194462327
1977-01-08,,106.90053970701618,256.36831938184156
1977-01-09,,104.76252891287587,250.3361236316806
1977-01-10,,102.62451811873554,244.30392788151963
1977-01-11,,100.48650732459521,239.7797810688989
1977-01-12,,98.3484965304549,235.25563425627817
1977-01-13,,96.21048573631457,230.73148744365741
1977-01-14,,91.93446414803392,226.2073406310367
1977-01-15,,89.7964533538936,220.1751448808757
1977-01-16,,87.65844255975327,215.65099806825498
1977-01-17,,85.52043176561295,211.12685125563425
1977-01-18,,83.38242097147263,209.618802318094
1977-01-19,,81.2444101773323,205.09465550547327
1977-01-20,,79.10639938319197,202.07855763039277
1977-01-21,,76.96838858905166,197.55441081777204
1977-01-22,,74.83037779491133,194.53831294269156
1977-01-23,,72.692367000771,193.0302640051513
1977-01-24,,72.692367000771,191.52221506761106
1977-01-25,,70.55435620663069,190.01416613007083
1977-01-26,,68.41634541249036,186.99806825499033
1977-01-27,,68.41634541249036,186.99806825499033
1977-01-28,,66.27833461835003,183.98197037990985
1977-01-29,,64.14032382420972,182.4739214423696
1977-01-30,,62.00231303006939,180.96587250482935
1977-01-31,,59.86430223592906,179.4578235672891
1977-02-01,,35.01129363449692,126.48515189441346
1977-02-02,,35.01129363449692,126.48515189441346
1977-02-03,,33.714579055441476,124.34133576060985
1977-02-04,,33.714579055441476,123.26942769370804
1977-02-05,,33.714579055441476,122.19751962680624
1977-02-06,,32.417864476386036,122.19751962680624
1977-02-07,,32.417864476386036,122.19751962680624
1977-02-08,,32.417864476386036,121.12561155990443
1977-02-09,,32.417864476386036,120.05370349300262
1977-02-10,,31.121149897330596,120.05370349300262
1977-02-11,,31.121149897330596,123.26942769370804
1977-02-12,,29.824435318275157,129.7008760951189
1977-02-13,,35.01129363449692,125.41324382751166
1977-02-14,,38.90143737166325,122.19751962680624
1977-02-15,,35.01129363449692,121.12561155990443
1977-02-16,,32.417864476386036,121.12561155990443
1977-02-17,,29.824435318275157,120.05370349300262
1977-02-18,,31.121149897330596,118.9817954261008
1977-02-19,,36.30800821355236,116.83797929229719
1977-02-20,,35.01129363449692,121.12561155990443
1977-02-21,,32.417864476386036,117.90988735919899
1977-02-22,,29.824435318275157,116.83797929229719
1977-02-23,,44.08829568788501,135.06041642962794
1977-02-24,,64.83572895277207,246.53885538741608
1977-02-25,,714.4897330595483,1589.6396632153828
1977-02-26,,354.0030800821355,1546.7633405393105
1977-02-27,,298.2443531827515,1271.2829673455456
1977-02-28,,321.5852156057495,1948.7288656274889
1977-03-01,,343.7017184143722,1761.2384306260574
1977-03-02,,291.3613552040617,1280.9006768189508
1977-03-03,,254.72310095684435,1022.8679991539763
1977-03-04,,729.2757273969928,1605.0955795262266
1977-03-05,,1493.445030267526,4472.56641285956
1977-03-06,,833.9564538176137,3521.153616751269
1977-03-07,,577.4886740870924,2434.7698815566837
1977-03-08,,457.10583870337825,1713.6016285956007
1977-03-09,,382.08465143526655,1369.5580583756343
1977-03-10,,333.23364577231007,1249.1428087986462
1977-03-11,,300.0847490724468,1193.5665397631133
1977-03-12,,273.91456746729153,1112.8486252115058
1977-03-13,,568.7652802187073,1996.7759517766497
1977-03-14,,795.5735207967193,4128.522842639593
1977-03-15,,615.8716071079867,3110.9478214890014
1977-03-16,,497.2334504979496,2105.2820008460235
1977-03-17,,413.4888693614528,1538.9333544839255
1977-03-18,,390.8080453036516,1336.4769458544838
1977-03-19,,385.57400898262057,1213.4152072758036
1977-03-20,,338.4676820933411,1065.211823181049
1977-03-21,,317.53153680921696,959.3522631133671
1977-03-22,,1057.2753368482718,1855.188790186125
1977-03-23,,1866.8062878344074,3320.0204526226735
1977-03-24,,1017.1477250537005,2604.1451776649747
1977-03-25,,731.0204061706697,1921.3510152284264
1977-03-26,,582.7227104081234,1582.6004230118442
1977-03-27,,500.7228080453036,1454.24570642978
1977-03-28,,443.1484085139621,1590.5398900169205
1977-03-29,,397.78676039835966,2146.3025803722503
1977-03-30,,354.1697910564343,3202.251692047377
1977-03-31,,324.510251903925,2694.1258037225043
1977-04-01,,327.6919816319322,1872.4662506440718
1977-04-02,,536.4005651713176,1731.2680483196887
1977-04-03,,661.235605793006,3549.035896261522
1977-04-04,,495.439067467326,2642.0600561057995
1977-04-05,,813.3783115506887,2815.059655350089
1977-04-06,,801.6750264924056,2765.4494761550354
1977-04-07,,676.8399858707171,2083.6275261922483
1977-04-08,,577.3620628753091,1694.3784278925975
1977-04-09,,485.6863299187566,1403.0776321062576
1977-04-10,,429.12045213705403,1194.4604683116736
1977-04-11,,386.20840692334866,1063.4387130016603
1977-04-12,,351.0985517484988,945.1375164596096
1977-04-13,,323.79088661250444,848.461269823095
1977-04-14,,300.3843164959378,769.5938054617279
1977-04-15,,278.9282938890851,693.2704528539532
1977-04-16,,263.3239138113741,632.2117707677335
1977-04-17,,247.719533733663,585.1457033262725
1977-04-18,,234.06570116566584,549.5281387759776
1977-04-19,,224.31296361709644,527.9031888704415
1977-04-20,,220.41186859766867,496.10179195053536
1977-04-21,,212.60967855881313,471.9327302914067
1977-04-22,,204.80748851995762,456.66805976985177
1977-04-23,,202.85694101024373,605.4985973550124
1977-04-24,,347.197456729071,3065.654663078949
1977-04-25,,296.48322147651004,3561.7564550294846
1977-04-26,,243.81843871423524,2264.2594606973153
1977-04-27,,247.719533733663,1727.4518806893
1977-04-28,,228.2140586365242,1389.0850174614989
1977-04-29,,216.5107735782409,1109.232724566325
1977-04-30,,208.7085835393854,924.7846224308697
1977-05-01,,174.1866212185769,848.6054707660546
1977-05-02,,170.7711972731146,768.295804762958
1977-05-03,,167.35577332765232,725.4639828946398
1977-05-04,,167.35577332765232,683.9706554597064
1977-05-05,,204.92543672773752,884.7448204674481
1977-05-06,,177.6020451640392,908.8377202683771
1977-05-07,,160.52492543672773,835.2205264322052
1977-05-08,,148.5709416276097,687.9861387598613
1977-05-09,,167.35577332765232,769.6342991963429
1977-05-10,,162.23263740945887,962.3774976037749
1977-05-11,,146.86322965487855,1096.2269409422693
1977-05-12,,140.03238176395396,934.2691145026911
1977-05-13,,136.6169578184917,765.6188158961882
1977-05-14,,126.3706859821048,653.1852834918528
1977-05-15,,126.3706859821048,578.2295952222959
1977-05-16,,128.07839795483596,528.705301187053
1977-05-17,,124.66297400937366,496.5814347858143
