reservoir,policy_id,NORhi_mu,NORhi_min,NORhi_max,NORhi_alpha,NORhi_beta,NORlo_mu,NORlo_min,NORlo_max,NORlo_alpha,NORlo_beta,Release_alpha1,Release_alpha2,Release_beta1,Release_beta2,Release_c,Release_p1,Release_p2,GRanD_CAP_MG,GRanD_MEANFLOW_MGD,Adjusted_CAP_MG,Adjusted_MEANFLOW_MGD,Max_release,Release_max,Release_min
fewalter,16,6.181159079400268,8.089562686532192,18.972386350509474,-9.07523698548544,2.596987713157975,67.48746963324284,59.81273726707382,1.8778068540851123,-7.454236246883547,-23.831414719156417,106.7929848183623,84.7844,80.94529576034927,-41.774352240137944,26.13462191313206,49.89549523475695,0.6561298703048135,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,17,6.181159079400268,8.357290387204161,18.972386350509474,-9.03823048301542,2.596987713157975,67.48746963324284,62.5015770488406,1.8778068540851123,-14.272126575805395,-23.831414719156417,109.34785228287313,84.7844,80.94603198674254,-41.567232611299865,22.834801900661898,49.89549523475695,0.7552183561928795,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,18,18.067699709813446,14.310353786605013,42.93838356871134,31.547265892915565,-15.695904337129013,46.58511495565904,45.14541503758917,7.3431670459614224,-1.1783253132364209,-14.394983059518777,85.09358518872908,36.04232820530429,27.53518909050429,-38.31640253943482,45.95618618640505,63.544277651061044,0.09778633843346407,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,19,50.05589943625175,36.60805871316883,23.786905263781712,31.492763061988377,-1.3158972428753328,96.78266294165934,81.03539794059452,1.7757824799743311,-13.820626533273916,-14.353976406695782,79.75207181354001,39.189913126269815,8.717604601372223,-29.429380656842078,12.271609279853568,43.32012020823184,0.23174190921588556,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,20,15.104615283711368,14.799237081689562,42.289418107083456,46.44105962249917,-15.858122187275377,11.182494967279409,55.745337420769324,7.772737389061291,-0.46043432581822635,-16.899321029175084,85.48838733278151,36.04232820530429,27.3481881250595,-33.80033338465693,45.42941817872911,38.724217588408706,0.514997296792184,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,21,15.691508661733145,14.799237081689562,73.03315337571388,46.79299698297122,-15.678946661215646,47.69575666916349,80.5244532093362,7.323787516452045,-1.5088679633888207,-16.88357749683044,84.24958239752124,36.075224783758564,27.3481881250595,-16.163096961557294,32.441185718665636,92.51716515044178,0.4603702418887828,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,22,13.327503836091491,7.807579977897593,27.385772650559964,-10.841625607366955,0.7354299282966767,68.62065591406136,67.17159566546589,2.0421247178562334,-7.231019226650317,-20.822957415352004,109.06068465234503,84.7844,82.9728511744498,-38.01271113099047,24.225881834018367,50.88254868196183,0.8160144428652174,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,23,2.6384426783988584,9.251935618778155,30.645483631271247,-6.703554197180291,-10.605580285513987,7.218276208751469,49.86966438657541,8.407017791236258,3.2790816067416175,-18.969506971827403,33.967878670954434,78.25630928138126,72.42075596597223,-28.230461163402467,24.77680784594547,28.99313573714411,0.8788051801284767,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,24,91.57747420056421,43.1669953687351,9.428413930743655,-5.605244793666316,3.231198297512675,2.5376340686934427,48.833319580368084,8.496494439199312,-13.442438569936945,-8.566992762279344,24.542673743272783,61.77884671337719,75.17137960274214,-28.33797558565481,29.506288938887124,31.232814912376867,0.32489768250211576,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,25,27.51082032450313,71.21699320303924,19.200235243846556,57.933660346618574,3.738009224138331,45.770940553679914,56.2560526519128,1.8414291978694273,-14.381119689682732,-8.998264195946106,101.82723753153701,64.75984463461681,21.930782115112557,-26.182972978629966,45.678204270351046,39.16900507874926,0.07699597285183823,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,26,89.70710399567787,61.620335601911435,10.934296771152102,47.99311603457801,5.21,94.82563830222497,56.06105029183578,1.7655021957359978,6.461998205439187,-1.8253641963923757,12.312442334630816,31.68131735451945,28.77810027728751,0.4454,6.524592551354692,10.856349548735537,0.6446852721819507,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,27,89.70710399567787,61.675034444435866,10.934296771152102,46.56869573697128,4.6368180174208735,94.82563830222497,54.06727677217232,1.7655021957359978,6.461998205439187,-0.5174400377504164,12.312442334630816,44.77538004087936,28.77810027728751,0.4454,6.524592551354692,7.902000591611934,0.6446852721819507,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,28,89.84162982978496,58.9230174956968,10.934296771152102,47.99311603457801,5.21,94.82563830222497,63.773738817966866,1.7655021957359978,6.516217177012333,-1.8253641963923757,12.312442334630816,31.723152497319152,28.77810027728751,0.4454,6.524592551354692,10.856349548735537,0.6446852721819507,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,29,94.05781603219332,58.33423358451317,9.317326352696936,55.08940222976909,-3.8017988798476834,100.0,9.551052474570552,1.7815273889439618,-5.004374323847263,-5.926712252056812,10.51260717936579,29.259116164438417,27.016662187505226,-0.11140017194134755,4.981040097023927,12.144497981452158,0.618368771517163,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,30,92.23452546817391,62.581404298937315,10.948809556540906,47.54588277241633,-30.374526274825218,91.88811585061868,58.555665700583496,1.76,5.734889126515681,-42.456481176640786,11.985999716947852,43.93015858693778,28.116836364034224,0.4454,-1.414,61.011698820853134,0.9369137138012106,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,31,46.756422648699676,46.923808146213695,52.019601360891905,-10.95,1.9984008902601182,62.38961576027929,63.63069239873656,1.774105751274437,-4.231049695652784,3.3876782902332887,132.81468360715022,84.7844,3.9174405796107976,-52.3545,-1.414,26.367841943127477,0.0,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,32,12.059947235581994,75.6710790129939,15.173806587242305,66.93493775566265,-2.481970662441339,73.18960310338608,9.3957328852812,1.76,-2.459680700467122,-17.949506281335363,139.09747062715735,81.38751011810115,0.2902154306121072,-30.198964657948483,59.56060042313313,75.47227804334553,0.7192143939021604,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,33,82.38368692426259,61.330435988579275,10.182357397529534,52.85326029733444,4.839847111339234,96.01524909510636,10.372550152053257,1.7815823772816655,-1.6626456879672045,-3.577721365630354,10.889970880470129,33.07660073722136,28.43329172957437,-2.2843669317062503,2.9851813281627013,2.369214817385472,0.6227197680670562,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,34,87.14515505202986,61.555602524724186,10.934296771152102,16.93678761405012,4.6368180174208735,90.16631010757385,53.68872892052103,1.7655021957359978,5.430487661663607,-39.61297952552118,12.312442334630816,44.7867391101114,28.77810027728751,0.4454,6.524592551354692,7.76567316861796,0.7513725967518816,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,35,89.55887966298289,9.104811459793936,31.615183772513344,49.53934053685958,2.8536265673066232,81.186257631426,0.0,1.76,-6.437625592108979,5.72,29.961904885851528,76.24964532716814,30.97772818532421,-18.586102039621814,-1.414,26.571078941206927,0.957,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,36,89.75162979503042,61.07327929837313,10.179959194199872,46.10026940519838,4.990121815648666,98.42178070425086,58.24800057829525,1.7760627496619292,5.305726021346772,-3.204530638244572,10.381865081904337,32.45760135784852,27.791109736161424,-0.5297525629704841,5.907414731233288,10.429502443237283,0.40641675002856625,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,37,88.69895936069055,61.388019683094036,10.182357318147874,46.219134140387325,3.3137731135269126,96.37592756496504,58.027930737427255,1.76,6.388746244341239,-3.492788408845672,10.889970880470129,32.88172851463963,28.43329172957437,-1.4217274543320022,6.111757203128232,11.641566020393181,0.6235375924374513,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,38,97.46696441628102,63.41877102664698,23.233101122986582,13.702935532664872,-30.602631505381463,76.48627342135849,99.85369162916264,1.76,0.7492668693723425,-38.98009774765945,70.32411488485546,56.88027750272272,12.764727898638,-9.03284670547945,5.895101232317572,54.21738585184129,0.34757942879216075,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,39,100.0,49.300797719332095,19.78751524047913,0.4422066449027534,-36.24448275964054,82.60525336591483,75.51115200487334,2.808086849786399,3.742905880912092,-44.6395769462808,53.763877580128785,56.10869325480378,11.402724533185346,-7.56056143786302,-1.414,53.38661019484953,0.957,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,40,98.80028106375957,34.52250014586445,15.863106939794948,16.10460119899387,0.32772433057167794,100.0,8.532693553379902,1.76,-8.451607086752537,5.72,111.91131789493323,44.28681356175014,25.801392484481976,-22.584383378317284,57.655039784628094,36.873658621322114,0.2712382993053043,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,41,15.33487917490426,11.49159318781982,48.115338330419114,37.198083242172956,-2.9768117085394437,67.00712576710349,92.87657140495133,7.875508822420881,10.882191945355611,-18.61213805017693,115.77741331387323,17.397709165025788,-0.9571752252294624,-46.04284003262998,55.952130461245275,94.93858331818032,0.013278851499476765,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,42,67.1586563888395,39.49066245460776,9.387661643697106,1.3422339876235008,-13.284188115885406,74.8825289732174,29.576956428459194,5.102864617277569,-11.12098162251001,-39.096289293212784,78.17459011358908,44.22970142904038,9.76571416514062,-42.0327600413899,33.29333431351237,77.74453911249506,0.889253320296869,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,43,40.297214879415314,46.523201487674655,13.051892291087192,33.29461818767799,1.6133808411844912,74.26301692467803,17.277463701918936,3.4150115664601643,-5.223011783467041,-10.850147493251725,67.85434495896195,78.37307889345082,34.707434941278095,-2.7676836444303827,33.89739591617701,52.122287264316405,0.7261764130000258,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,44,38.21786820355137,45.89107558188305,11.543557618812342,34.37566824496954,4.998313473394014,73.51093140309908,12.718388399443821,2.2742845342185642,-6.673993111100154,-11.566612002476887,58.87055554678044,83.93140761226181,34.921905942704626,0.4454,33.67263979982466,52.9954928791455,0.778121905048798,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,45,4.361868780243625,79.24,11.129065430713874,-9.331753732932649,-19.89818068733353,67.2840174090646,73.25182266459389,2.2083561403242227,-8.254591455727686,-6.830634464412736,12.546885849108266,84.7844,72.07023220830287,-32.8545286317359,-1.414,97.625,0.6191940285542507,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,46,38.21786820355137,45.89107558188305,11.543557618812342,34.37566824496954,4.998313473394014,73.51093140309908,12.718388399443821,2.2742845342185642,-6.673993111100154,-11.566612002476887,58.87055554678044,83.93140761226181,34.921905942704626,0.4454,33.67263979982466,52.9954928791455,0.7554784830395315,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,47,15.33487917490426,11.49159318781982,48.115338330419114,37.198083242172956,-2.9768117085394437,67.00712576710349,61.38228170140234,7.875508822420881,10.882191945355611,-18.61213805017693,115.77741331387323,20.74533890958162,-0.9571752252294624,-46.04284003262998,55.952130461245275,94.93858331818032,0.013278851499476765,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,48,27.441996178508457,62.03445415472323,28.307806102199713,34.5813478283095,-25.63303099478234,66.76251604821861,36.67207207813594,1.76,-4.0391678043063575,-11.420022038803314,108.76247357646228,77.11836220482022,12.035314923635806,-28.401642534261896,3.726257496020226,83.35519231705852,0.6457026462501595,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,49,29.247685602696915,5.740465216749258,21.758555007520936,37.04234274960566,-13.974851516194915,70.49519613454734,37.86749267374417,5.003449799588095,-10.948070931726882,-28.14298902519824,64.17687309590696,42.60200694898067,82.25427838321136,-12.113890508982056,-1.414,33.78743996691788,0.5748750416015812,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,50,0.0,79.24,11.095825651432753,37.20920925288109,-38.096681431443834,82.62078936764937,74.36209070550734,6.430454531731171,-9.361929624950243,-6.995483176249646,2.26493148322753,77.42165561853183,79.76349423783856,-5.328596647302444,-1.2418286903429603,97.20910913676884,0.7160302083911659,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,51,41.079267888320985,17.550062423042952,13.051892291087192,33.29461818767799,-29.48462146842607,64.78786534269526,17.277463701918936,3.4150115664601643,-5.223011783467041,-21.790647564689905,67.85434495896195,78.37307889345082,25.84714752809188,-1.9920975245470967,33.89739591617701,52.18620233546256,0.7268193294076515,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,52,38.98600800093712,45.64815134059917,11.596593711280793,48.34283065968994,5.21,84.53825476685033,10.081685873191846,1.986887094443701,-7.133205461107828,-9.734673709263829,57.319502038064776,80.52431111216379,34.239640013986566,0.44358105094443223,34.678924171540956,52.813233428551136,0.803072887407174,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,53,88.25760023043132,40.888305093558266,29.3773061972116,33.96475556724311,-24.109694896204395,76.33394955039178,93.81333297159044,1.76,-5.343159486276041,-33.77875325283286,105.00705774394304,77.06658985545204,17.8109320766316,-34.45162461934204,0.49012536044141763,87.46220792858948,0.41942144076603816,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,54,74.55853448965662,39.035045712835014,23.28652334921408,14.00610375719397,-26.755323583086174,72.84471498409752,71.67324969990109,1.76,-4.362564666703006,-29.536452042102663,101.70074504292326,60.060043224192206,15.082892342901483,-29.799554176539374,9.405180135087559,83.08368082437272,0.33801123743912515,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,55,87.5183834064284,39.94850204504097,30.62657155138548,-5.563501599979709,-1.8449381559306788,75.38330131460567,51.76306773491923,1.8051268569106869,-13.579712123102619,-25.86017501953107,56.11183233734478,84.5391721326335,0.8514964241522485,-30.576963136247002,-1.117546306681898,42.20221785865647,0.8509194889038147,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,56,11.054275338052886,78.40827592636141,14.939682481751221,41.460002731970896,5.21,76.74310568462518,71.6610423137794,6.423994519486362,-8.500876813563282,-11.089253856627566,4.244036740384502,76.25883915971718,68.50167837158018,-13.720217119763426,0.03258877198825738,59.745352777273006,0.7811315163023496,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,57,95.68910855424517,0.591596850248951,36.072116035857995,60.58681902522347,-32.28463061778681,61.59553678504601,33.21786020797714,8.010911951548696,5.904631997163477,-16.86743440835557,161.48137128511323,45.932952664051165,35.92796991982213,-23.800788872512705,-0.8345007402797151,38.493500508160466,0.26169867272852687,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,58,11.054275338052886,36.81656036007453,14.939682481751221,37.55885514378653,5.21,76.74310568462518,71.6610423137794,6.5530655159000535,-8.530503641136239,-11.089253856627566,4.244036740384502,80.87952899564517,68.50167837158018,-6.874602019226222,-1.4005910142873113,97.625,0.9160851621615616,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,59,21.178646503022524,33.482395099080684,10.602200133119453,57.338579206585734,-14.667536454530758,82.86689351657085,8.54339950711518,4.857367871949608,-5.040102111653238,-24.09611712769398,0.7721207987449478,34.958785861303014,50.47987973313633,-34.10320448348189,-1.3001046320391962,84.08533971502828,0.8874624988011522,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,60,16.461339166494486,38.53150399281831,10.577382513167208,6.548009636734538,-26.297167959253695,78.74092067573255,94.72369516799793,3.4268548335224667,-5.5371117137722585,-22.971708414309255,87.94997208501113,52.39719206892288,5.693656131741294,-36.295337166509825,30.337855460958174,90.62418000023428,0.6702206048946694,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,61,53.13353581659811,79.24,9.652896881737965,55.565488008828204,-19.983476321263396,87.898829250545,21.316788022111673,2.0111791682119566,4.850565621851004,-23.026515731136744,5.771534305777173,58.12149059553934,8.243952610849764,-8.115940931530934,-1.2502775659616567,1.2431887703115345,0.27369503575704146,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,62,53.13353581659811,49.18868070130162,9.652896881737965,55.565488008828204,-9.972803969117752,92.84087844562713,21.316788022111673,2.13695731680499,4.850565621851004,-6.348555062132123,5.771534305777173,58.12149059553934,7.946194295477719,-8.115940931530934,-1.2502775659616567,1.2431887703115345,0.293786233569699,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,63,20.499471925651903,68.97692065864683,16.3577501451117,35.85520523320226,-14.084700007478625,87.8211027344519,73.54767930702339,2.572465977803766,-4.6797441539820674,-28.53381715591492,86.65663378193965,51.852757637722306,5.055761690642402,-29.315472319577577,9.622634263478421,72.4935801638624,0.559742345154725,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,64,0.5649749050820345,35.2580053169373,9.652896881737965,55.72307151988703,-18.677540407900644,89.08705675490656,22.338955021412012,2.1243757948222317,5.244779448216725,-28.48396555803896,2.7541527382096733,74.46786306533073,-0.01681405763465804,-6.2527839164426045,1.5947631140646186,3.0328521658382854,0.1832472453826204,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,65,17.394913205839572,7.9522895170774515,10.710830488009105,35.283817894039466,-26.739998954855192,64.79993545679547,13.924110605745618,5.790236320879173,6.094699143947528,-16.68278581283098,-0.08241172804617314,54.393349268145755,51.101498499611616,-16.46671300046753,8.162391536965947,3.990950843421736,0.8559318090075352,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,66,31.572218415984583,7.9228014668197275,17.11186894644816,55.3470355504896,-14.487250460914012,88.61853472386584,20.426525654736928,1.7764078505970144,-2.9929250423198086,-13.956516597698226,3.7018491137828438,53.931901671567964,45.762209581419356,-1.5918278507702328,25.669209894160012,2.4263934158058227,0.45279790595178626,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,Best q20 Bias,43.030492160779474,69.44986537092372,30.615174491188434,13.439888273075962,-2.886310608921934,41.681220282183894,60.91247691889948,1.7614282407515016,0.05612714221708881,-24.779112152820627,100.74628592546533,83.7648613434257,12.972983846061869,-51.126077839463775,30.865470124697975,16.464772725297003,0.8966523729990358,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,68,6.335931516395432,75.54186022713544,9.392360558657488,53.39674588722552,-1.8686892283150804,88.2501903386418,23.40936499864808,1.9016894283260084,-6.024480576961216,-8.237862380490485,7.521606543109938,51.935470857669415,64.45597898690195,-2.0753143785853467,-1.02361661921019,1.1863160113113906,0.8948881891042022,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,69,55.77228664185102,7.246827868728754,9.367397733451783,58.261194025754904,-10.553165082060547,76.45799670453061,78.67439361041154,4.88876928390453,0.4032253614621468,-29.24608310226699,72.16505541707811,78.05524089519274,41.403811701470175,-20.88792086824561,14.401887069562568,19.108355239192115,0.9526548883748244,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,70,0.0,3.673895788066222,16.10950616249756,-5.413679154298229,-12.821339761820905,6.8152717957574405,32.13003499970733,1.9188245984916132,-0.27234425089871295,-15.46289305158199,4.186303431117009,9.32644792164417,49.54682235470878,-16.25042451233891,21.644295667063027,20.442133784926575,0.43593469495024917,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,71,1.9071072398147595,8.785560824447694,17.571604819976997,57.738164512546255,-4.371138762914672,24.8103588477211,27.1198749391074,7.09038886506589,7.8693360662917975,-28.412976748427777,9.368230109143832,70.14243613500072,54.54169614629251,-1.2266026418843436,31.15770583969447,15.622772341083577,0.3450655452608551,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,72,60.36250721135585,58.24402846567943,10.204219736503514,57.89967891290679,-10.393857371180802,67.89095281460379,79.33414701018522,1.997783498530138,0.1807187312314551,-14.009272924269522,60.686300945368345,76.22657727672573,0.8734268428355052,-21.898014857585245,2.8523195667421595,66.32776166307355,0.8226403202086615,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,73,25.7849016611242,4.411582691785806,11.063419878780216,58.22533097251089,-14.603905191797274,51.466515941246044,37.20740182248363,1.76,-7.8356384765007006,-5.498025864965494,4.344715450395875,35.69065755462886,17.408827562534444,-1.0932226842484027,-1.414,19.510643417216443,0.9164839911374288,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,74,1.9071072398147595,8.785560824447694,17.571604819976997,57.738164512546255,-4.371138762914672,24.8103588477211,27.1198749391074,7.09038886506589,7.8693360662917975,-28.412976748427777,9.368230109143832,70.14243613500072,54.54169614629251,-1.2266026418843436,31.15770583969447,15.622772341083577,0.21620199069920973,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,75,10.750190152157135,5.910226440141011,11.225541329496728,16.03858134036732,-7.778577914609045,90.44228351467468,32.637443496839474,1.7641385498264868,0.281020682218312,-14.771889790190933,4.246030846289315,70.03516053403033,35.762966259315185,-25.63296185072639,-1.1850481933556134,3.2768162960891196,0.038235800172798706,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,76,50.61857055866734,7.528145563539517,8.357903069611602,51.33900686668756,-23.54968892751722,50.50845419762258,54.23306823507274,4.2730275197464405,-2.929885764093764,-20.84341912832538,224.77326758500615,35.05093179018568,20.238604494271478,-14.667600764524817,25.813458472716956,96.24339684382016,0.7602581895315766,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,77,35.964395690802476,5.917861502755441,18.49094799614479,35.00879687697881,-28.473912847233915,53.82699615032,85.97258508174177,1.768095912105577,5.529347422582152,-14.475798336288191,6.70665361246504,53.94603507662712,47.81556469134689,-3.6005103011967243,8.031178126613387,23.324047654598928,0.2949631373470282,,,35800.0,137.23,1292.6,1.774,-0.804
fewalter,78,41.41715896236189,7.903417849768161,9.092418317044782,65.21640616436065,-14.991258395428904,72.2730621707928,89.60955975014465,6.95514615733019,-4.95385338994997,-35.0215808951597,75.50943635426928,53.97328832946716,50.4233043785744,-13.693108768548562,17.037753725470868,88.17387493117451,0.07216913256099661,,,35800.0,137.23,1292.6,1.774,-0.804
